workerid,year,sex,age,start_year,region,treated,earnings,sample_weight,quarter_birth,schooling
26659,2004,M,54,1995,5,0,10984.927,.5793342,4,16
26660,1997,M,31,1995,5,1,35402.547,.53337634,1,17
26660,2003,M,37,1995,5,1,78501.516,.55220836,2,17
26660,2007,M,41,1995,5,1,45592.98,.088945687,3,17
26660,2011,M,45,1995,5,1,53618.441,.0042467783,4,17
26661,1998,M,48,1995,5,0,139854.55,.47173029,2,16
26661,2001,M,51,1995,5,0,17085.268,.17784238,3,16
26661,2002,M,52,1995,5,0,141658.41,.30266511,2,16
26661,2004,M,54,1995,5,0,75289.93,.72507977,3,16
26661,2007,M,57,1995,5,0,74752.875,.28275004,2,16
26661,2008,M,58,1995,5,0,214033.95,.80738544,2,16
26662,1995,F,29,1995,5,1,4415.9492,.43704128,3,10
26662,2006,F,40,1995,5,1,2456.3342,.74645817,2,10
26663,1996,M,45,1995,5,0,49952.754,.021658253,1,16
26663,2000,M,49,1995,5,0,51689.875,.78256804,2,16
26664,1997,M,46,1995,5,0,27262.217,.83426839,2,15
26664,2002,M,51,1995,5,0,10341.821,.34821662,1,15
26665,1999,M,48,1995,5,1,16173.488,.69005895,3,15
26665,2000,M,49,1995,5,1,47505.086,.61060065,2,15
26665,2003,M,52,1995,5,1,90140.125,.34051201,2,15
26665,2004,M,53,1995,5,1,9039.0205,.96600938,3,15
26665,2005,M,54,1995,5,1,59783.684,.9987936,2,15
26665,2010,M,59,1995,5,1,47570.477,.8152827,4,15
26666,1996,M,45,1995,5,0,286054.13,.8733843,4,18
26666,1997,M,46,1995,5,0,120474.99,.37885582,2,18
26666,1998,M,47,1995,5,0,210327.61,.7921046,3,18
26666,1999,M,48,1995,5,0,131259,.6455521,3,18
26666,2003,M,52,1995,5,0,174534.95,.011992174,2,18
26666,2008,M,57,1995,5,0,101907.53,.79090422,2,18
26667,1995,M,44,1995,5,0,55707.43,.6944719,1,16
26667,1999,M,48,1995,5,0,24042.121,.15212718,4,16
26667,2001,M,50,1995,5,0,22539.08,.017919941,1,16
26668,2000,F,49,2000,5,1,13227.676,.41258124,1,14
26668,2001,F,50,2000,5,1,54243.656,.53214365,2,14
26669,1995,M,27,1995,5,0,11551.15,.46935531,3,16
26669,1996,M,28,1995,5,0,26025.254,.3022649,4,16
26669,1997,M,29,1995,5,0,32530.566,.65417993,4,16
26669,2000,M,32,1995,5,0,63992.762,.84392101,2,16
26669,2001,M,33,1995,5,0,140318.45,.10596903,4,16
26669,2002,M,34,1995,5,0,63760.129,.52855611,2,16
26669,2006,M,38,1995,5,0,108072.57,.94166619,2,16
26669,2011,M,43,1995,5,0,11075.271,.12455186,2,16
26670,2000,M,48,1995,5,1,25838.41,.58284217,1,12
26670,2002,M,50,1995,5,1,28688.215,.90474516,1,12
26670,2005,M,53,1995,5,1,13650.905,.3035852,4,12
26671,1998,M,45,1995,5,1,64927.875,.22295664,2,14
26671,2000,M,47,1995,5,1,18608.473,.8403343,1,14
26671,2004,M,51,1995,5,1,2287.6885,.73082453,1,14
26671,2008,M,55,1995,5,1,41335.027,.41710117,1,14
26672,1997,M,44,1995,5,0,123620.46,.99763846,1,14
26672,2000,M,47,1995,5,0,33571.688,.53744227,3,14
26673,1995,M,41,1995,5,0,84871.938,.71007413,2,17
26673,1999,M,45,1995,5,0,571480.81,.47526783,3,17
26674,1997,M,42,1995,5,0,158836.17,.29322377,3,15
26674,2005,M,50,1995,5,0,21530.648,.69808888,3,15
26674,2007,M,52,1995,5,0,5996.5225,.04274914,2,15
26675,1997,M,42,1995,5,1,65295.996,.11185423,2,16
26675,2004,M,49,1995,5,1,42142.664,.00083229982,2,16
26675,2005,M,50,1995,5,1,76617.766,.79374677,4,16
26675,2007,M,52,1995,5,1,154974.59,.11696136,3,16
26675,2008,M,53,1995,5,1,47388.922,.86933225,4,16
26675,2009,M,54,1995,5,1,10801.994,.96041501,3,16
26676,1998,F,43,1995,5,1,2218.8623,.10477675,1,10
26676,2000,F,45,1995,5,1,15095.786,.610219,3,10
26677,1997,M,41,1995,5,1,12239.945,.78773141,2,15
26677,1998,M,42,1995,5,1,266033.75,.57796544,4,15
26677,2001,M,45,1995,5,1,13175.636,.8446629,4,15
26677,2011,M,55,1995,5,1,25087.359,.686194,2,15
26678,1998,F,42,1995,5,1,16509.771,.83760983,4,12
26678,2002,F,46,1995,5,1,10209.74,.25306395,4,12
26679,1997,M,39,1995,5,1,40579.395,.8731519,2,13
26679,2002,M,44,1995,5,1,9573.417,.6903407,2,13
26680,2002,M,42,1997,5,1,170998.53,.1339568,2,15
26680,2005,M,45,1997,5,1,52349.086,.019359747,2,15
26680,2006,M,46,1997,5,1,45388.215,.66117948,2,15
26680,2009,M,49,1997,5,1,45715.813,.35164899,3,15
26680,2010,M,50,1997,5,1,181617,.79800326,1,15
26680,2011,M,51,1997,5,1,2513.4873,.036790133,2,15
26681,1995,M,35,1995,5,1,10543.37,.58348197,2,13
26681,2001,M,41,1995,5,1,13373.703,.4395707,1,13
26682,1997,M,37,1995,5,1,89659.313,.51959175,2,14
26682,1998,M,38,1995,5,1,55580.574,.65176678,2,14
26682,2003,M,43,1995,5,1,37663.008,.95111275,2,14
26682,2007,M,47,1995,5,1,50157.684,.23059557,2,14
26683,2002,M,41,1995,5,0,15586.543,.13155349,1,17
26683,2005,M,44,1995,5,0,64495.125,.26050967,2,17
26684,1996,M,33,1995,5,0,35929.438,.68735838,3,18
26684,1997,M,34,1995,5,0,21330.342,.54023671,3,18
26684,2003,M,40,1995,5,0,316765.16,.21827583,1,18
26685,2000,F,37,1995,5,0,9936.0527,.69107008,2,14
26685,2002,F,39,1995,5,0,10861.66,.3909595,2,14
26685,2004,F,41,1995,5,0,10392.731,.58633953,1,14
26685,2005,F,42,1995,5,0,99264.398,.74929428,3,14
26685,2009,F,46,1995,5,0,31283.816,.01349178,3,14
26685,2011,F,48,1995,5,0,22313.617,.4932954,4,14
26686,1998,M,33,1995,5,0,6889.3042,.52679032,2,11
26686,2004,M,39,1995,5,0,14656.423,.7604652,4,11
26687,1995,M,30,1995,5,0,23350.018,.68903714,1,16
26687,1997,M,32,1995,5,0,45637.902,.8516131,3,16
26687,1998,M,33,1995,5,0,64190.992,.74403071,3,16
26687,1999,M,34,1995,5,0,20581.951,.26515743,2,16
26687,2003,M,38,1995,5,0,30531.418,.064602762,3,16
26687,2006,M,41,1995,5,0,36277.719,.11064439,2,16
26687,2010,M,45,1995,5,0,3106.8115,.23994,3,16
26688,1998,M,33,1995,5,0,28537.582,.41637278,1,18
26688,1999,M,34,1995,5,0,217750.17,.34512937,1,18
26688,2001,M,36,1995,5,0,90311.227,.81965369,2,18
26688,2003,M,38,1995,5,0,56109.293,.72166103,2,18
26688,2006,M,41,1995,5,0,18081.154,.63226348,3,18
26688,2010,M,45,1995,5,0,131596.48,.67064893,3,18
26689,1997,M,48,1995,5,0,20762.4,.94559103,4,17
26689,1999,M,50,1995,5,0,66882.063,.7968393,2,17
26689,2000,M,51,1995,5,0,96402.555,.63963914,4,17
26690,1997,M,48,1995,4,0,16156.351,.39558715,1,15
26690,2004,M,55,1995,5,0,51721.641,.5340156,2,15
26691,1996,M,46,1995,5,0,35848.988,.38540033,2,16
26691,1997,M,47,1995,5,0,26726.246,.47330809,4,16
26691,1999,M,49,1995,5,0,347821.41,.56967139,2,16
26691,2000,M,50,1995,5,0,343709.88,.60362965,4,16
26691,2001,M,51,1995,5,0,14765.899,.20919535,1,16
26692,1998,F,32,1995,5,1,12808.526,.78646499,4,13
26692,2000,F,34,1995,5,1,30701.807,.0582758,3,13
26692,2001,F,35,1995,5,1,6744.9824,.99901861,3,13
26692,2004,F,38,1995,5,1,27939.568,.61210847,1,13
26692,2005,F,39,1995,5,1,16686.152,.73455185,3,13
26692,2006,F,40,1995,5,1,16260.476,.96665752,2,13
26692,2007,F,41,1995,5,1,50052.527,.8429125,3,13
26692,2010,F,44,1995,5,1,15395.076,.56855571,3,13
26693,1997,M,30,1995,5,0,8715.0537,.19931844,4,14
26693,1999,M,32,1995,5,0,78435.023,.36280715,2,14
26693,2002,M,35,1995,5,0,20298.473,.94987619,2,14
26693,2004,M,37,1995,5,0,23517.373,.070852004,2,14
26693,2008,M,41,1995,5,0,152163.38,.13304277,3,14
26693,2010,M,43,1995,5,0,35425.523,.80389619,4,14
26694,1998,M,43,1995,5,0,87565.992,.65230852,4,19
26694,2007,M,52,1995,5,0,318117.66,.69202197,3,19
26695,1996,M,40,1995,5,0,72136.25,.0127578,1,17
26695,1999,M,43,1995,5,0,50932.215,.70750779,1,17
26695,2008,M,52,1995,5,0,168335.2,.44845796,3,17
26695,2009,M,53,1995,5,0,106277.62,.72366577,1,17
26696,1996,M,40,1995,5,0,177472.44,.39581585,4,19
26696,2004,M,48,1995,5,0,123772.76,.2219584,2,19
26696,2005,M,49,1995,5,0,126284.42,.19190109,3,19
26696,2007,M,51,1995,5,0,536469.5,.11018223,3,19
26697,1997,F,40,1995,5,1,5187.2329,.6401161,4,8
26697,1999,F,42,1995,5,1,7514.7847,.37863529,2,8
26698,2006,F,49,1996,5,0,234484.22,.87875313,1,15
26698,2007,F,50,1996,5,0,19241.354,.31941059,2,15
26699,2004,M,46,1995,5,0,143858.81,.38061664,3,17
26699,2007,M,49,1995,5,0,100050.58,.33831188,2,17
26700,2000,M,40,1995,5,0,19916.51,.70597649,3,16
26700,2002,M,42,1995,5,0,59254.156,.31589377,3,16
26700,2003,M,43,1995,5,0,219707.11,.17805824,4,16
26700,2008,M,48,1995,5,0,52994.289,.99073923,4,16
26700,2009,M,49,1995,5,0,29654.023,.75297576,4,16
26701,1999,M,39,1995,5,0,34211.02,.66592932,1,18
26701,2000,M,40,1995,5,0,49663.898,.0049044644,1,18
26701,2002,M,42,1995,5,0,32274.604,.36816108,3,18
26701,2006,M,46,1995,5,0,14608.134,.9501698,2,18
26701,2008,M,48,1995,5,0,56681.93,.29635441,1,18
26701,2011,M,51,1995,5,0,23439.07,.5854764,2,18
26702,1998,M,37,1995,3,0,175208.3,.93132496,3,14
26702,1999,M,38,1995,3,0,47840.41,.61123425,4,14
26702,2006,M,45,1995,3,0,59022.125,.29768714,2,14
26702,2008,M,47,1995,3,0,16678.041,.83035779,3,14
26703,1995,M,50,1995,5,0,31615.941,.79644889,2,18
26703,1998,M,53,1995,5,0,102888.03,.50139254,4,18
26704,1999,M,54,1995,5,1,16353.492,.22854325,3,15
26704,2006,M,61,1995,5,1,57755.66,.98415619,4,15
26705,2000,M,38,1995,5,0,87739.016,.052959248,4,19
26705,2001,M,39,1995,5,0,83249.461,.56295544,2,19
26705,2006,M,44,1995,5,0,78554.523,.0226236,1,19
26705,2008,M,46,1995,5,0,28489.893,.9686805,2,19
26706,1996,M,34,1995,5,0,132397.64,.039987236,1,17
26706,2002,M,40,1995,5,0,34969.871,.74657142,4,17
26706,2004,M,42,1995,5,0,114134.77,.29750502,3,17
26707,1996,M,50,1995,5,1,1955.9658,.73125118,4,15
26707,1997,M,51,1995,5,1,33731.125,.74893671,1,15
26707,1999,M,53,1995,5,1,13259.097,.75350994,3,15
26707,2000,M,54,1995,5,1,83799.695,.59895569,4,15
26708,1996,M,33,1995,5,0,5756.8247,.77622181,1,16
26708,2002,M,39,1995,5,0,26826.828,.42358628,3,16
26708,2008,M,45,1995,5,0,217836.83,.91100925,3,16
26709,2004,F,56,2002,5,1,12680.672,.16944936,4,12
26709,2005,F,57,2002,5,1,20737.443,.58356267,2,12
26709,2007,F,59,2002,5,1,23759.748,.68840569,2,12
26709,2011,F,63,2002,5,1,11341.421,.43934378,3,12
26710,1996,F,32,1995,5,1,15523.902,.37723991,3,11
26710,1997,F,33,1995,5,1,10732.476,.91107565,3,11
26710,1999,F,35,1995,5,1,2939.9519,.59198117,2,11
26710,2004,F,40,1995,5,1,10759.761,.61087656,3,11
26710,2005,F,41,1995,5,1,24341.551,.068796597,2,11
26711,2000,F,35,1995,5,0,90197.844,.23565613,1,15
26711,2001,F,36,1995,5,0,30831.988,.31907576,1,15
26711,2003,F,38,1995,5,0,37737.727,.98334348,1,15
26712,1998,F,33,1995,5,1,16503.865,.66892064,2,15
26712,2003,F,38,1995,5,1,10993.692,.25180402,2,15
26712,2007,F,42,1995,5,1,77644.203,.96317345,3,15
26712,2009,F,44,1995,5,1,11455.654,.2972388,3,15
26713,1996,M,46,1995,5,1,13157.626,.0047590467,4,12
26713,2002,M,52,1995,5,1,17506.863,.34163156,2,12
26714,2001,M,34,1995,5,0,290594.72,.1933836,1,23
26714,2002,M,35,1995,5,0,94231.266,.31702441,3,23
26715,1996,M,45,1995,5,0,25603.135,.94741565,2,15
26715,1998,M,47,1995,5,0,46596.27,.90760142,4,15
26715,1999,M,48,1995,5,0,61180.289,.019248551,4,15
26716,2002,M,51,1995,5,0,75204.164,.78170192,2,15
26716,2004,M,53,1995,5,0,144489.92,.44575924,3,15
26716,2005,M,54,1995,5,0,83974.539,.99678779,2,15
26717,1999,F,32,1995,5,0,2555.9058,.6507929,4,13
26717,2000,F,33,1995,5,0,11625.493,.14313759,4,13
26717,2001,F,34,1995,5,0,68056.609,.035212088,2,13
26717,2002,F,35,1995,5,0,9948.1582,.68465829,1,13
26717,2003,F,36,1995,5,0,14552.449,.19659355,2,13
26717,2005,F,38,1995,5,0,66120.719,.16299805,1,13
26718,2003,M,51,2003,5,0,85343.016,.72129619,4,17
26718,2007,M,55,2003,5,0,54099.875,.60706127,1,17
26718,2008,M,56,2003,5,0,101048.33,.67992514,4,17
26719,1997,M,29,1995,5,0,48238.566,.76139456,1,16
26719,2002,M,34,1995,5,0,34929.871,.0094443886,2,16
26719,2003,M,35,1995,5,0,7184.7783,.85318208,2,16
26719,2005,M,37,1995,5,0,44739.754,.88922781,4,16
26719,2010,M,42,1995,5,0,53305.094,.082827672,3,16
26719,2011,M,43,1995,5,0,154355.73,.34035844,1,16
26720,1998,F,46,1995,5,0,60572.406,.54201514,1,16
26720,2000,F,48,1995,5,0,327858.44,.88680595,3,16
26720,2002,F,50,1995,5,0,169717.38,.0019923074,4,16
26720,2004,F,52,1995,5,0,30241.229,.10224478,1,16
26721,2001,M,48,1995,5,0,55550.555,.36878109,1,16
26721,2002,M,49,1995,5,0,23824.145,.9165737,1,16
26721,2004,M,51,1995,5,0,30276.424,.064195633,4,16
26721,2005,M,52,1995,5,0,70008.242,.99257314,3,16
26721,2008,M,55,1995,5,0,267291.41,.32958886,2,16
26721,2009,M,56,1995,5,0,188985.7,.44944251,3,16
26721,2010,M,57,1995,5,0,76927.078,.41278911,3,16
26722,2002,M,47,1995,5,0,82116.898,.61320227,1,18
26722,2003,M,48,1995,5,0,219719.17,.86215216,2,18
26722,2004,M,49,1995,5,0,95676.484,.63034505,3,18
26723,1996,M,40,1995,5,0,59743.504,.29864138,1,16
26723,2001,M,45,1995,5,0,23262.051,.26657918,3,16
26723,2004,M,48,1995,5,0,115336.03,.060280163,2,16
26723,2005,M,49,1995,5,0,153173.88,.24304187,3,16
26724,1996,M,40,1995,5,0,606335.25,.20098218,3,18
26724,1997,M,41,1995,5,0,74929.352,.098154999,3,18
26724,2000,M,44,1995,5,0,191120.13,.35917342,3,18
26724,2001,M,45,1995,5,0,988299.25,.60766691,2,18
26725,1996,M,40,1995,5,1,77506,.37791389,1,13
26725,2003,M,47,1995,5,1,9690.9453,.59862661,4,13
26725,2005,M,49,1995,5,1,17388.416,.89224362,4,13
26725,2007,M,51,1995,5,1,22917.133,.39627254,2,13
26726,2004,M,47,1995,5,1,85782.703,.72429913,2,15
26726,2005,M,48,1995,5,1,14601.458,.59930313,4,15
26726,2006,M,49,1995,5,1,34191.84,.90588784,4,15
26726,2008,M,51,1995,5,1,117409.07,.10416852,4,15
26727,2002,M,45,1995,5,1,36025.293,.40880427,3,16
26727,2005,M,48,1995,4,1,27587.676,.89019901,2,16
26727,2006,M,49,1995,4,1,164840.47,.93604684,1,16
26728,2000,M,42,1995,5,0,118094.55,.11503377,2,18
26728,2007,M,49,1995,5,0,49642.98,.52209818,2,18
26729,1998,F,40,1995,5,0,19851.957,.7130155,3,17
26729,2000,F,42,1995,5,0,85120.266,.56328946,1,17
26729,2003,F,45,1995,5,0,271275.59,.59543985,2,17
26729,2006,F,48,1995,5,0,280646.34,.43643129,2,17
26730,1995,M,36,1995,5,0,78563.359,.5625875,3,16
26730,1998,M,39,1995,5,0,8165.0059,.88117599,2,16
26730,1999,M,40,1995,5,0,75600.094,.74367523,1,16
26730,2002,M,43,1995,5,0,393971.75,.45639482,3,16
26730,2007,M,48,1995,5,0,53840.285,.30693787,3,16
26730,2011,M,52,1995,5,0,322880.22,.97148252,4,16
26731,1995,M,36,1995,5,1,16909.322,.15971757,1,13
26731,2006,M,47,1995,5,1,21244.424,.98479962,4,13
26732,1997,M,37,1995,5,0,277556.59,.32451344,3,17
26732,2003,M,43,1995,5,0,69426.367,.95175499,2,17
26732,2009,M,49,1995,5,0,92538.609,.72593701,4,17
26732,2011,M,51,1995,5,0,44443.543,.89992434,2,17
26733,1998,M,36,1995,5,0,6770.1992,.53339338,2,13
26733,2009,M,47,1995,5,0,99075.625,.08929906,2,13
26733,2011,M,49,1995,5,0,78520.102,.10919475,2,13
26734,2005,M,59,2003,5,1,18891.195,.067009471,2,16
26734,2009,M,63,2003,5,1,33146.688,.086605653,4,16
26735,1997,F,33,1995,5,0,86692.172,.86422783,1,17
26735,1999,F,35,1995,5,0,125275.25,.77411312,3,17
26735,2001,F,37,1995,5,0,25214.592,.67584574,2,17
26735,2003,F,39,1995,5,0,45275.508,.27217454,1,17
26735,2004,F,40,1995,5,0,12747.596,.23339422,3,17
26735,2010,F,46,1995,5,0,76538.836,.49693853,3,17
26736,1995,F,47,1995,5,1,3949.71,.25883365,2,12
26736,2002,F,54,1995,5,1,45470.813,.28196511,2,12
26737,1998,M,33,1995,5,0,233443.63,.7653631,2,15
26737,2002,M,37,1995,5,0,13984.743,.74444383,2,15
26737,2005,M,40,1995,5,0,6713.3135,.022974255,3,15
26737,2008,M,43,1995,5,0,289994.66,.10935619,2,15
26738,1996,M,31,1995,5,0,20163.135,.42107996,2,12
26738,2005,M,40,1995,5,0,54229.941,.22815417,4,12
26738,2007,M,42,1995,5,0,18901.033,.67733902,2,12
26739,1996,M,30,1995,5,0,26550.334,.18489781,1,21
26739,2003,M,37,1995,5,0,53140.789,.76261342,1,21
26740,2000,M,49,1995,5,1,123579.98,.6394887,2,15
26740,2001,M,50,1995,5,1,17059.615,.49097463,4,15
26740,2002,M,51,1995,5,1,76686.039,.040613651,2,15
26740,2003,M,52,1995,5,1,29306.885,.69843203,3,15
26741,1996,M,44,1995,5,0,104169.7,.70431489,4,18
26741,2000,M,48,1995,5,0,313271,.75430667,1,18
26741,2004,M,52,1995,4,0,212375.3,.95271778,3,18
26741,2007,M,55,1995,4,0,69174.602,.42112303,2,18
26741,2008,M,56,1995,4,0,32188.531,.90124041,1,18
26741,2010,M,58,1995,4,0,581523.44,.25419757,4,18
26742,2000,F,32,1999,5,1,17821.592,.49362451,4,15
26742,2006,F,38,1999,5,1,118572.98,.95370758,1,15
26743,1996,M,43,1996,5,0,70969.359,.1678519,2,17
26743,1999,M,46,1996,5,0,82289.5,.32013088,3,17
26743,2001,M,48,1996,5,0,612134.19,.13862839,3,17
26744,1996,M,43,1995,5,0,311351.03,.13590701,3,20
26744,2000,M,47,1995,5,0,32227.035,.12225483,4,20
26744,2003,M,50,1995,5,0,38099.289,.52627856,3,20
26745,1996,M,41,1995,5,0,38364.441,.61591607,3,17
26745,1998,M,43,1995,5,0,58996.332,.33858702,3,17
26746,1995,M,38,1995,5,0,50101.488,.050536782,1,17
26746,2002,M,45,1995,5,0,82968.867,.17649165,3,17
26747,2002,F,45,1995,5,0,55530.117,.91179508,3,14
26747,2003,F,46,1995,5,0,18562.592,.69914728,4,14
26747,2004,F,47,1995,5,0,29998.162,.077923819,3,14
26747,2006,F,49,1995,5,0,20338.051,.47714889,4,14
26748,1996,M,54,1995,5,0,36365.27,.34045935,2,14
26748,1997,M,55,1995,5,0,187178.47,.25836828,4,14
26749,1995,M,53,1995,5,0,221215.33,.7537443,4,17
26749,1996,M,54,1995,5,0,148667.75,.75406033,1,17
26749,1998,M,56,1995,5,0,55375.898,.29663235,2,17
26750,1996,M,37,1995,3,0,15211.545,.25218984,4,15
26750,1999,M,40,1995,3,0,245854.09,.86406231,2,15
26750,2000,M,41,1995,3,0,117557.48,.8920815,1,15
26750,2004,M,45,1995,3,0,10096.523,.68564129,2,15
26750,2005,M,46,1995,3,0,17363.596,.067632601,2,15
26750,2006,M,47,1995,3,0,26078.146,.69654554,4,15
26751,1997,M,37,1995,5,0,87393.141,.44656405,2,16
26751,2000,M,40,1995,5,0,37147.289,.37509009,4,16
26751,2001,M,41,1995,5,0,72606.789,.11971019,4,16
26751,2004,M,44,1995,5,0,38818.191,.1311074,4,16
26751,2005,M,45,1995,5,0,35396.695,.7226001,2,16
26751,2007,M,47,1995,5,0,94151.188,.2175553,4,16
26751,2011,M,51,1995,5,0,37143.648,.71393913,3,16
26752,1999,M,55,1995,5,1,34319.359,.43160772,2,13
26752,2002,M,58,1995,5,1,80300.109,.60154414,1,13
26753,1995,F,35,1995,5,0,173005.09,.89403433,2,17
26753,1997,F,37,1995,5,0,112022.59,.95472491,3,17
26753,2008,F,48,1995,5,0,73637.664,.95296919,2,17
26753,2010,F,50,1995,5,0,91238.992,.17804553,2,17
26753,2011,F,51,1995,5,0,111709.32,.013512252,3,17
26754,2000,M,52,1995,1,0,81336.758,.35764,2,17
26754,2005,M,57,1995,1,0,71459.141,.65961659,2,17
26754,2006,M,58,1995,1,0,26568.705,.0096285315,1,17
26755,1997,M,48,1995,5,0,58140.383,.74029273,3,13
26755,1998,M,49,1995,5,0,17911.547,.50408477,1,13
26755,2001,M,52,1995,5,0,11397.952,.48652154,2,13
26756,1995,M,30,1995,5,1,21741.85,.45199499,3,16
26756,2000,M,35,1995,5,1,107179.62,.66501749,4,16
26757,2002,M,37,2002,5,0,23728.178,.72873533,3,15
26757,2010,M,45,2002,5,0,15485.93,.47842953,4,15
26758,1998,M,48,1995,5,0,212955.2,.69764793,4,22
26758,2005,M,55,1995,5,0,664600.25,.2771447,4,22
26758,2008,M,58,1995,5,0,579882.94,.95066625,4,22
26759,1998,F,32,1995,5,0,50876.219,.51354849,2,16
26759,2001,F,35,1995,5,0,65541.789,.6276527,2,16
26759,2003,F,37,1995,5,0,17625.484,.47267011,1,16
26759,2011,F,45,1995,5,0,34397.039,.77821338,1,16
26760,1998,M,31,1995,5,0,57649.117,.1533058,1,17
26760,2002,M,35,1995,5,0,57458.527,.66180193,3,17
26760,2006,M,39,1995,5,0,53410.758,.82611364,1,17
26760,2011,M,44,1995,5,0,284041.88,.68184078,3,17
26761,1997,F,30,1997,5,1,11718.633,.28219542,3,11
26761,1998,F,31,1997,5,1,12958.858,.96018046,2,11
26761,2000,F,33,1997,5,1,2528.9277,.55783927,2,11
26762,1995,F,28,1995,5,0,226348.33,.30493841,2,19
26762,1998,F,31,1995,5,0,172256.94,.93176848,1,19
26762,2002,F,35,1995,5,0,24440.229,.4575361,4,19
26762,2006,F,39,1995,5,0,61954.223,.42159033,3,19
26762,2010,F,43,1995,5,0,36049.727,.29465714,3,19
26762,2011,F,44,1995,5,0,69638.367,.8582828,3,19
26763,1997,M,45,1995,5,0,277772.03,.8920241,3,21
26763,2002,M,50,1995,5,0,35130.914,.48360857,3,21
26764,1995,M,27,1995,5,0,63115.691,.2425385,2,16
26764,2001,M,33,1995,5,0,144774.83,.67395806,2,16
26764,2004,M,36,1995,5,0,23390.055,.49787837,3,16
26764,2009,M,41,1995,5,0,99874.586,.86274576,2,16
26765,1997,M,45,1995,5,0,241039.22,.34284571,2,21
26765,2002,M,50,1995,2,0,406697.25,.73478794,2,21
26766,1996,F,28,1995,5,1,4035.9424,.81203681,2,9
26766,1998,F,30,1995,5,1,10492.062,.27674267,3,9
26766,2010,F,42,1995,5,1,1144.377,.50894874,3,9
26767,1998,M,44,1995,5,0,178449.7,.94435596,2,21
26767,1999,M,45,1995,5,0,372041.31,.24127156,4,21
26768,1995,M,54,1995,2,1,27307.93,.091660775,3,15
26768,1997,M,56,1995,2,1,145742.08,.72919172,2,15
26769,1996,M,39,1995,5,1,12723.22,.17397177,2,16
26769,1999,M,42,1995,5,1,39951.168,.88618892,3,16
26769,2010,M,53,1995,5,1,31384.051,.26939556,3,16
26770,2005,M,45,2004,5,0,90767.484,.3992146,3,14
26770,2007,M,47,2004,5,0,10655.155,.67398584,1,14
26771,1998,M,53,1995,5,0,14807.355,.49822655,2,13
26771,2000,M,55,1995,5,0,4864.7446,.66006607,2,13
26771,2001,M,56,1995,5,0,110257.15,.76855516,3,13
26772,2000,M,38,1997,1,0,19363.617,.68670094,2,18
26772,2003,M,41,1997,1,0,66722.727,.7270627,3,18
26772,2005,M,43,1997,1,0,123434.38,.5008623,4,18
26772,2011,M,49,1997,1,0,30601.799,.23512629,2,18
26773,2008,M,46,1995,4,0,1693662.3,.57086056,3,22
26773,2009,M,47,1995,4,0,142246.03,.91856903,2,22
26774,1995,M,49,1995,5,0,240881.7,.49424863,3,15
26774,1999,M,53,1995,5,0,12286.994,.67508823,2,15
26775,1996,M,50,1995,5,0,289751.09,.54156917,3,17
26775,1999,M,53,1995,5,0,211667.53,.14160694,4,17
26775,2005,M,59,1995,5,0,36816.418,.74703223,2,17
26776,1995,M,33,1995,5,0,39066.809,.25459394,2,15
26776,2002,M,40,1995,5,0,38024.723,.66555738,4,15
26776,2003,M,41,1995,5,0,37425.59,.18406001,1,15
26776,2009,M,47,1995,5,0,70124.211,.45940623,3,15
26776,2011,M,49,1995,5,0,71103.719,.1085844,1,15
26777,1997,F,34,1995,5,0,8145.8608,.7647689,3,16
26777,2000,F,37,1995,5,0,90602.367,.46774197,2,16
26777,2001,F,38,1995,5,0,36903.949,.27191514,2,16
26778,2005,M,41,1995,5,0,377450.59,.12724867,3,17
26778,2011,M,47,1995,5,0,42479.121,.21343334,4,17
26779,1996,M,47,1995,5,0,67793.148,.033923976,2,15
26779,1998,M,49,1995,5,0,88258.398,.37869918,4,15
26779,2004,M,55,1995,5,0,129418.84,.41553646,1,15
26780,1999,F,34,1995,5,1,32448.125,.64476705,2,14
26780,2001,F,36,1995,5,1,73138.773,.63102108,2,14
26781,1996,F,31,1995,5,1,11781.304,.81033599,2,11
26781,1997,F,32,1995,5,1,5884.7334,.45537242,3,11
26781,2000,F,35,1995,5,1,12450.914,.65835768,3,11
26781,2006,F,41,1995,5,1,6123.042,.69871742,1,11
26781,2009,F,44,1995,5,1,15857.161,.75238687,1,11
26782,1995,M,44,1995,5,0,509463.81,.37170926,4,17
26782,1996,M,45,1995,5,0,46300.094,.82677627,4,17
26782,2000,M,49,1995,5,0,47656.711,.54570091,1,17
26783,1997,M,30,1995,5,1,11820.35,.46290067,1,16
26783,2000,M,33,1995,5,1,96849.406,.80216074,2,16
26783,2002,M,35,1995,5,1,78460.031,.37758699,1,16
26783,2008,M,41,1995,5,1,32245.725,.12785703,3,16
26784,1995,F,28,1995,5,1,181644.89,.73088789,2,18
26784,2004,F,37,1995,5,1,104851.16,.61431962,4,18
26785,1999,M,31,1995,5,0,40477.43,.44697082,3,18
26785,2004,M,36,1995,5,0,320017.78,.91181421,4,18
26785,2006,M,38,1995,5,0,79605.805,.5557037,2,18
26785,2008,M,40,1995,5,0,62562.23,.35546529,1,18
26785,2009,M,41,1995,5,0,408080.88,.32412639,4,18
26785,2010,M,42,1995,5,0,23204.471,.83322644,4,18
26786,1996,M,44,1995,5,0,160059.8,.8940649,2,14
26786,1997,M,45,1995,5,0,49027.484,.74855238,2,14
