respondent_id,age,gender,education,province,industry,union_member,weekly_hours,hourly_wage
836,55,Man,Bachelor's degree,Alberta,Retail,0,35.0,25.75
837,56,Woman,Bachelor's degree,Saskatchewan,Retail,0,35.0,32.42
838,28,Man,College diploma,Quebec,Retail,0,19.0,38.02
839,19,Man,College diploma,British Columbia,Health care,1,40.0,22.2
840,61,Woman,High school,Saskatchewan,Technology,0,37.5,44.21
841,32,Woman,High school,Alberta,Retail,1,35.0,19.53
842,49,Man,High school,Ontario,Retail,0,35.0,30.38
843,61,Woman,Bachelor's degree,British Columbia,Health care,1,40.0,39.24
844,20,Man,College diploma,British Columbia,Hospitality,0,40.0,18.56
845,19,Nonbinary,Bachelor's degree,Saskatchewan,Technology,0,35.0,45.82
846,19,Man,High school,Ontario,Public administration,0,25.0,21.21
847,26,Woman,Bachelor's degree,Ontario,Technology,1,37.5,52.66
848,21,Woman,Bachelor's degree,Manitoba,Finance,0,35.0,45.41
849,57,Woman,High school,Ontario,Health care,1,40.0,46.07
850,47,Woman,High school,Alberta,Finance,0,35.0,44.71
851,65,Man,High school,British Columbia,Hospitality,0,40.0,53.95
852,56,Man,Bachelor's degree,British Columbia,Retail,0,40.0,46.06
853,64,Woman,High school,British Columbia,Education,1,40.0,36.65
854,30,Woman,College diploma,British Columbia,Retail,0,40.0,20.71
855,32,Man,College diploma,Saskatchewan,Finance,0,37.5,39.43
856,58,Woman,Bachelor's degree,Alberta,Education,0,35.0,60.41
857,30,Man,College diploma,Manitoba,Public administration,0,37.5,49.37
858,21,Woman,College diploma,Saskatchewan,Construction,1,40.0,37.34
859,50,Man,Graduate degree,Ontario,Health care,0,12.0,63.9
860,56,Woman,High school,Ontario,Technology,0,37.5,35.58
861,64,Man,Bachelor's degree,British Columbia,Construction,1,37.5,51.28
862,62,Woman,High school,Alberta,Health care,0,17.0,27.53
863,24,Man,College diploma,Manitoba,Education,0,40.0,19.55
864,55,Woman,Graduate degree,Ontario,Public administration,1,40.0,60.94
865,58,Woman,Bachelor's degree,British Columbia,Technology,0,14.0,66.85
866,51,Man,Bachelor's degree,British Columbia,Retail,0,40.0,44.13
867,57,Woman,High school,Ontario,Health care,0,35.0,40.75
868,58,Woman,College diploma,Ontario,Health care,1,29.0,44.89
869,39,Woman,College diploma,British Columbia,Hospitality,0,37.5,21.62
870,20,Woman,College diploma,Alberta,Health care,1,40.0,25.5
871,40,Woman,College diploma,Quebec,Construction,1,40.0,26.56
872,28,Man,College diploma,British Columbia,Retail,0,15.0,17.4
873,24,Woman,College diploma,Quebec,Health care,1,40.0,33.55
874,24,Man,High school,British Columbia,Hospitality,0,37.5,17.4
875,51,Nonbinary,College diploma,Saskatchewan,Education,1,20.0,45.62
876,42,Woman,High school,Alberta,Hospitality,0,40.0,32.29
877,44,Man,Bachelor's degree,British Columbia,Technology,0,24.0,49.49
878,54,Man,Bachelor's degree,Quebec,Hospitality,0,40.0,39.09
879,44,Man,High school,Alberta,Finance,0,40.0,36.69
880,48,Woman,Bachelor's degree,Quebec,Retail,0,35.0,23.78
881,23,Woman,Bachelor's degree,British Columbia,Health care,1,40.0,33.32
882,59,Woman,High school,Quebec,Construction,0,40.0,33.2
883,40,Man,High school,Quebec,Hospitality,0,40.0,22.51
884,26,Nonbinary,High school,Manitoba,Health care,1,37.5,41.89
885,57,Man,High school,British Columbia,Finance,0,21.0,31.89
886,53,Woman,Bachelor's degree,Ontario,Public administration,1,35.0,53.43
887,21,Man,Graduate degree,Manitoba,Construction,0,37.5,29.55
888,28,Woman,High school,Quebec,Hospitality,0,40.0,25.48
889,19,Man,Bachelor's degree,Alberta,Technology,0,40.0,40.6
890,31,Woman,High school,British Columbia,Health care,1,26.0,32.25
891,23,Man,College diploma,British Columbia,Hospitality,0,40.0,17.4
892,52,Man,Bachelor's degree,Ontario,Technology,0,35.0,50.06
893,43,Woman,College diploma,Quebec,Health care,0,40.0,46.23
894,65,Woman,High school,British Columbia,Education,0,37.5,50.12
895,54,Man,College diploma,Ontario,Manufacturing,0,40.0,42.59
896,47,Woman,Graduate degree,Quebec,Health care,0,37.5,43.46
897,42,Man,High school,British Columbia,Hospitality,1,40.0,27.26
898,21,Man,High school,British Columbia,Technology,0,40.0,53.45
899,22,Man,High school,Ontario,Hospitality,0,27.0,18.91
900,47,Woman,College diploma,Ontario,Technology,0,12.0,68.77
901,19,Woman,College diploma,British Columbia,Technology,0,25.0,27.8
902,20,Woman,Bachelor's degree,Ontario,Technology,0,37.5,38.57
903,29,Man,Bachelor's degree,Saskatchewan,Retail,0,35.0,32.86
904,60,Woman,Graduate degree,Quebec,Construction,0,15.0,59.83
905,40,Woman,Bachelor's degree,Quebec,Health care,0,37.5,35.96
906,52,Woman,High school,Ontario,Education,1,40.0,28.89
907,38,Man,College diploma,Saskatchewan,Public administration,1,12.0,47.27
908,27,Woman,College diploma,British Columbia,Manufacturing,0,35.0,37.78
909,36,Man,College diploma,Saskatchewan,Finance,0,40.0,59.52
910,23,Man,Graduate degree,British Columbia,Hospitality,0,37.5,41.92
911,55,Man,Bachelor's degree,Ontario,Manufacturing,1,37.5,45.92
912,27,Nonbinary,Graduate degree,British Columbia,Retail,1,37.5,30.3
913,36,Man,College diploma,Saskatchewan,Technology,0,37.5,60.39
914,65,Man,College diploma,British Columbia,Hospitality,0,40.0,33.85
915,46,Woman,College diploma,British Columbia,Construction,1,35.0,31.39
916,40,Man,High school,British Columbia,Technology,0,37.5,34.24
917,44,Man,High school,Ontario,Health care,1,40.0,38.72
918,55,Man,College diploma,Ontario,Retail,0,40.0,30.21
919,30,Man,High school,British Columbia,Retail,0,40.0,22.82
920,48,Nonbinary,Graduate degree,Quebec,Health care,0,23.0,67.42
921,60,Man,High school,Quebec,Construction,1,40.0,43.43
922,45,Woman,High school,Alberta,Hospitality,0,37.5,34.75
923,39,Woman,Bachelor's degree,Ontario,Education,1,37.5,26.18
924,25,Woman,High school,Alberta,Hospitality,0,40.0,20.83
925,30,Woman,Graduate degree,British Columbia,Education,1,40.0,48.24
926,63,Woman,Bachelor's degree,Saskatchewan,Manufacturing,0,40.0,31.46
927,44,Woman,High school,British Columbia,Hospitality,0,40.0,22.29
928,33,Woman,Bachelor's degree,Quebec,Retail,0,35.0,25.44
929,38,Man,Bachelor's degree,Quebec,Hospitality,0,40.0,30.98
930,46,Woman,Bachelor's degree,Ontario,Retail,0,40.0,50.45
931,44,Man,Bachelor's degree,Manitoba,Construction,0,37.5,69.62
932,51,Man,Bachelor's degree,Manitoba,Finance,0,37.5,46.96
933,31,Woman,College diploma,Quebec,Finance,1,35.0,44.51
934,49,Woman,College diploma,British Columbia,Manufacturing,0,40.0,42.65
935,39,Woman,Bachelor's degree,British Columbia,Health care,1,35.0,45.85
936,63,Nonbinary,Graduate degree,Manitoba,Health care,1,37.5,58.69
937,26,Woman,College diploma,British Columbia,Finance,0,40.0,38.75
938,25,Man,Bachelor's degree,British Columbia,Hospitality,0,40.0,36.3
939,40,Man,College diploma,British Columbia,Construction,0,35.0,47.16
940,42,Nonbinary,Bachelor's degree,Ontario,Construction,1,40.0,34.73
941,51,Woman,Graduate degree,British Columbia,Retail,0,40.0,50.57
942,37,Woman,High school,British Columbia,Construction,0,40.0,39.75
943,61,Woman,High school,British Columbia,Finance,0,35.0,47.51
944,41,Woman,College diploma,Alberta,Public administration,1,35.0,50.4
945,25,Woman,College diploma,Quebec,Retail,0,40.0,23.85
946,24,Man,College diploma,British Columbia,Health care,1,35.0,29.79
947,64,Man,High school,Ontario,Manufacturing,0,40.0,35.4
948,25,Man,College diploma,Ontario,Health care,1,35.0,18.66
949,63,Man,College diploma,British Columbia,Health care,1,19.0,38.74
950,32,Woman,College diploma,Ontario,Retail,1,26.0,22.4
951,23,Man,Bachelor's degree,Ontario,Finance,1,40.0,30.51
952,33,Man,Bachelor's degree,Manitoba,Public administration,0,40.0,56.65
953,47,Man,Bachelor's degree,British Columbia,Education,0,40.0,47.95
954,39,Man,Bachelor's degree,British Columbia,Education,0,37.5,39.79
955,55,Woman,Bachelor's degree,Quebec,Health care,0,37.5,40.98
956,47,Woman,College diploma,Ontario,Construction,0,40.0,41.86
957,37,Woman,Bachelor's degree,Quebec,Hospitality,0,40.0,37.88
958,48,Woman,High school,Quebec,Health care,0,40.0,29.76
959,64,Man,High school,British Columbia,Retail,0,40.0,28.19
960,38,Woman,College diploma,Ontario,Finance,0,37.5,52.96
961,26,Man,Bachelor's degree,Alberta,Manufacturing,0,40.0,21.64
962,38,Man,Bachelor's degree,Ontario,Manufacturing,0,40.0,39.48
963,58,Woman,High school,British Columbia,Construction,1,14.0,33.55
964,29,Woman,College diploma,British Columbia,Public administration,1,40.0,32.35
965,63,Man,High school,Ontario,Hospitality,0,40.0,23.91
966,46,Man,Bachelor's degree,Ontario,Hospitality,0,40.0,34.23
967,47,Woman,Bachelor's degree,Ontario,Hospitality,0,35.0,51.03
968,33,Woman,College diploma,British Columbia,Education,1,22.0,29.67
969,62,Man,College diploma,British Columbia,Public administration,1,35.0,44.82
970,20,Woman,College diploma,Quebec,Hospitality,0,13.0,29.98
971,33,Man,College diploma,Alberta,Finance,0,35.0,36.25
972,38,Woman,Bachelor's degree,Alberta,Construction,0,37.5,62.66
973,41,Woman,Bachelor's degree,Manitoba,Education,0,37.5,40.95
974,41,Man,College diploma,Alberta,Retail,0,40.0,43.09
975,25,Man,College diploma,Manitoba,Health care,0,40.0,34.31
976,29,Man,High school,Alberta,Education,1,40.0,29.18
977,23,Woman,High school,Ontario,Health care,0,37.5,25.14
978,45,Nonbinary,High school,Quebec,Hospitality,1,35.0,22.61
979,35,Woman,College diploma,Quebec,Finance,1,40.0,42.81
980,45,Woman,Graduate degree,Manitoba,Public administration,0,30.0,67.57
981,46,Woman,College diploma,Alberta,Health care,1,40.0,38.47
982,51,Woman,High school,Ontario,Education,1,19.0,32.1
983,44,Man,High school,Ontario,Technology,0,40.0,42.22
984,49,Woman,College diploma,Manitoba,Construction,1,40.0,49.32
985,46,Man,Bachelor's degree,Ontario,Finance,0,40.0,71.69
986,49,Woman,College diploma,Ontario,Construction,0,12.0,34.24
987,47,Nonbinary,Bachelor's degree,Ontario,Technology,0,12.0,50.0
988,33,Woman,Bachelor's degree,Ontario,Retail,0,37.5,33.27
989,30,Man,High school,British Columbia,Construction,0,21.0,41.24
990,56,Woman,Bachelor's degree,Saskatchewan,Health care,0,37.5,59.75
991,35,Woman,Graduate degree,Manitoba,Health care,0,40.0,35.68
992,44,Man,College diploma,British Columbia,Finance,0,40.0,43.81
993,28,Man,High school,Quebec,Public administration,0,37.5,24.37
994,39,Man,Graduate degree,Ontario,Retail,0,40.0,36.64
995,43,Woman,Graduate degree,British Columbia,Construction,0,35.0,73.9
996,48,Man,College diploma,Ontario,Manufacturing,0,37.5,27.44
997,43,Man,College diploma,Ontario,Health care,0,23.0,26.41
998,35,Man,High school,Ontario,Health care,0,37.5,26.25
999,64,Woman,Bachelor's degree,Alberta,Finance,0,37.5,59.34
1000,43,Man,College diploma,Quebec,Technology,0,37.5,55.5
