article_id,comment_author,comment_counter,comment_text,njudgements_constructiveness_expt,njudgements_toxicity_expt,agree_constructiveness_expt,agree_toxicity_expt,constructive,crowd_toxicity_level,has_content,crowd_discard,constructive_characteristics,non_constructive_characteristics,toxicity_characteristics,crowd_comments_constructiveness_expt,crowd_comments_toxicity_expt,other_con_chars,other_noncon_chars,other_toxic_chars,constructive_binary,pp_comment_text
27571292,367,source1_27571292_20,"Unelected, unaccountable, ideologue 'environmental' NGOs (often foreign-funded) have and continue to have undue, dangerous, anti-democratic influence over the Ontario Liberals, to the extent that they have been instrumental in getting the McGuinty/Wynne governments to implement crippling aspects of the UN's Agenda 21 Sustainability without voters' informed consent. (Former WWW CEO, Trudeau's Gerald Butts, comes to mind.)This undemocratic influence led to the demonic Green Energy Act, which has robbed people and communities of their rights, and sidelined over 20 environmental protection regulations, paving an obstacle-free way for crony capitalist wind and solar companies to ride roughshod with impunity over rural Ontario, and in the process trample people's quality of health and life, kill wildlife, pollute and blight the countryside with land-hungry industrialization. Wind and solar 'green' energy would not exist save for the huge, guaranteed above-market, 20-year-long subsidies they enjoy. And that, combined with a callous disregard for and a complete lack of fiduciary duty to the people of Ontario, is why we have this nightmare of a 'broken electricity system' as detailed by our Auditor-General. The ideologues will continue to do their dirty work unabated (also at the federal level now that Butts is installed there as chief puppet master). People have to understand what is really afoot and put a stop to it.",5.0,5.0,1.0,0.7,1.0,1.0,"



","



","dialogue:3
evidence:1
personal_story:1","no_non_con:3
sarcastic:1
unsubstantial:1","no_toxic:4
teasing:1","



","



","



","



","



",1.0,"Unelected , unaccountable , ideologue environmental NGOs ( often foreign-funded ) have and continue to have undue , dangerous , anti-democratic influence over the Ontario Liberals , to the extent that they have been instrumental in getting the McGuinty/Wynne governments to implement crippling aspects of the UNs Agenda 21 Sustainability without voters informed consent . ( Former WWW CEO , Trudeaus Gerald Butts , comes to mind . ) This undemocratic influence led to the demonic Green Energy Act , which has robbed people and communities of their rights , and sidelined over 20 environmental protection regulations , paving an obstacle-free way for crony capitalist wind and solar companies to ride roughshod with impunity over rural Ontario , and in the process trample peoples quality of health and life , kill wildlife , pollute and blight the countryside with land-hungry industrialization . Wind and solar green energy would not exist save for the huge , guaranteed above-market , 20-year-long subsidies they enjoy . And that , combined with a callous disregard for and a complete lack of fiduciary duty to the people of Ontario , is why we have this nightmare of a broken electricity system as detailed by our Auditor-General . The ideologues will continue to do their dirty work unabated ( also at the federal level now that Butts is installed there as chief puppet master ) . People have to understand what is really afoot and put a stop to it ."
27571292,1506,source1_27571292_110,"The G&M's Editorial Board really needs a better understanding of what the AG report is actually saying. 'Electricity overpriced by $170-billion is equivalent to $12,326 in excess costs for every man, woman and child in Ontario.' That is a very misleading and wrong statement by the G&M Editorial board. No where in the AG report does it say that there is $170 billion of excess costs. The $170 billion refers to the Province's 'Global Adjustments'. Those are not excessive costs or a waste of money to taxpayers. There are very strong reasons for those global adjustments. They are used to attract investment in the Province and match equivalent adjustments made in other electrical markets.",5.0,5.0,0.8,0.5,1.0,1.0,"



","



","solution:2
specific_points:2
dialogue:2
evidence:1",no_non_con:5,no_toxic:5,"



","



","



","



","



",1.0,"The G & Ms Editorial Board really needs a better understanding of what the AG report is actually saying . Electricity overpriced by $ 170-billion is equivalent to $ 12,326 in excess costs for every man , woman and child in Ontario . That is a very misleading and wrong statement by the G & M Editorial board . No where in the AG report does it say that there is $ 170 billion of excess costs . The $ 170 billion refers to the Provinces Global Adjustments . Those are not excessive costs or a waste of money to taxpayers . There are very strong reasons for those global adjustments . They are used to attract investment in the Province and match equivalent adjustments made in other electrical markets ."
27571292,1036,source1_27571292_93,"What amazes me is that we seem to have an unending stream of these revelations, producing a few days of indignation in the press, then back to business as usual. That this malfeasance in office is sucking the economic life out of the Province seems to affect no one. Amazing. Billions of taxpayer dollars diverted -- businesses lost, lives ruined, not once but many times. And in a few days it will all be swept under the rug and business as usual resumes. Makes the arrogance of the French aristocracy prior to the Revolution seem puny in comparison. Ontario... Zimbabwe North or one of the 'stans. How can we compare when they are outstanding along so many dimensions?",5.0,5.0,1.0,0.9,1.0,1.0,"



","



","personal_story:2
dialogue:2
solution:1
evidence:1","no_non_con:4
unsubstantial:1
sarcastic:1",no_toxic:5,"



","



","



","



","



",1.0,"What amazes me is that we seem to have an unending stream of these revelations , producing a few days of indignation in the press , then back to business as usual . That this malfeasance in office is sucking the economic life out of the Province seems to affect no one . Amazing . Billions of taxpayer dollars diverted -- businesses lost , lives ruined , not once but many times . And in a few days it will all be swept under the rug and business as usual resumes . Makes the arrogance of the French aristocracy prior to the Revolution seem puny in comparison . Ontario ... Zimbabwe North or one of the stans . How can we compare when they are outstanding along so many dimensions ?"
27571292,601,source1_27571292_19,"Well, we can count on the CBC not to investigate or pursue this story. It's still waiting its promised payoff from the federal Liberals. As for the OPP, well it already has received its payoff from the provincial Liberals and allowed itself to be paid off. The chances of it investigating the provincial Liberals in the gas plant scandal in a timely fashion, in particular the deletion of emails, is just about zero. The most disturbing thing about the provincial Liberals in Ontario isn't the money wasted, though that seems to occupy most of the attention of posters, but the destruction of the integrity of the executive. Welcome to South America north.",5.0,5.0,0.9,0.5,1.0,1.0,"



","



","dialogue:3
solution:2
specific_points:1",no_non_con:5,no_toxic:5,"



","



","



","



","



",1.0,"Well , we can count on the CBC not to investigate or pursue this story . Its still waiting its promised payoff from the federal Liberals . As for the OPP , well it already has received its payoff from the provincial Liberals and allowed itself to be paid off . The chances of it investigating the provincial Liberals in the gas plant scandal in a timely fashion , in particular the deletion of emails , is just about zero . The most disturbing thing about the provincial Liberals in Ontario isnt the money wasted , though that seems to occupy most of the attention of posters , but the destruction of the integrity of the executive . Welcome to South America north ."
27571292,1095,source1_27571292_2,"Just for context. When I worked for Ontario Hydro 40 years ago we ran the enterprise on four key parameters: Safety. Reliability. Citizenship (heavy on the Environment), and economics. We fought to reduce the cost of a kW- hr of reliable power for the people of Ontario by fractions of a penny! In balance with the other parameters or you didn't get a raise. Now the enterprise is run by the whims of an ideologue. Unfortunately we now have one in Ottawa and another in Alberta as well so I can see where this is going and it isn't pretty. A green Ontario only had to challenge the workers of OPG with the challenge to burn coal and other fossil fuels in clean fashion and I am convinced that given time and a fraction of the money and they would have risen to the challenge with world beating technology. But windmills and solar panels project far more progressive symbols of real change.",5.0,5.0,0.9,0.7,1.0,1.0,"



","



","dialogue:3
solution:1
personal_story:1","no_non_con:3
unsubstantial:2",no_toxic:5,"



","



","



","



","



",1.0,"Just for context . When I worked for Ontario Hydro 40 years ago we ran the enterprise on four key parameters : Safety . Reliability . Citizenship ( heavy on the Environment ) , and economics . We fought to reduce the cost of a kW- hr of reliable power for the people of Ontario by fractions of a penny ! In balance with the other parameters or you didnt get a raise . Now the enterprise is run by the whims of an ideologue . Unfortunately we now have one in Ottawa and another in Alberta as well so I can see where this is going and it isnt pretty . A green Ontario only had to challenge the workers of OPG with the challenge to burn coal and other fossil fuels in clean fashion and I am convinced that given time and a fraction of the money and they would have risen to the challenge with world beating technology . But windmills and solar panels project far more progressive symbols of real change ."
27571292,2784,source1_27571292_49,"I find it frustrating reading this. When the whole green energy thing was put into place a few years back it was right around the time when Europe was pulling back from these types of programs because they realized it was too expensive and the benefits just weren't there. 'Green energy' jobs didn't magically appear, in fact jobs were lost due to high cost of electricity. This information was discussed in this paper and others and yet the government lowed ahead with its ideologically driven program. They would not let other country's past experiences cloud their judgement oh no, they knew better, it was going to be different here. Now, 10 or so years down the road we have this. Easily predictable and yet here we are. Granted the mess we're in isn't all caused by the green energy program but it certainly was a large contributing factor. Now, despite what we are seeing here in Ontario the federal government may be looking at these types of programs. I'm not even sure what to say. Clearly the majority of people in this province either don't care or have a twisted view of the costs/benefits provided by the program because we keep voting these (trying to find a good word to use here and can't) 'people' back in.Get ready rest of Canada, I hope you have lots of extra cash because you are going to need it!",5.0,5.0,0.9,0.8,1.0,1.0,"



","



","evidence:2
dialogue:2
personal_story:1
solution:1
no_con:1","no_non_con:3
sarcastic:1
unsubstantial:1",no_toxic:5,"



","



","



","



","



",1.0,"I find it frustrating reading this . When the whole green energy thing was put into place a few years back it was right around the time when Europe was pulling back from these types of programs because they realized it was too expensive and the benefits just werent there . Green energy jobs didnt magically appear , in fact jobs were lost due to high cost of electricity . This information was discussed in this paper and others and yet the government lowed ahead with its ideologically driven program . They would not let other countrys past experiences cloud their judgement oh no , they knew better , it was going to be different here . Now , 10 or so years down the road we have this . Easily predictable and yet here we are . Granted the mess were in isnt all caused by the green energy program but it certainly was a large contributing factor . Now , despite what we are seeing here in Ontario the federal government may be looking at these types of programs . Im not even sure what to say . Clearly the majority of people in this province either dont care or have a twisted view of the costs/benefits provided by the program because we keep voting these ( trying to find a good word to use here and cant ) people back in.Get ready rest of Canada , I hope you have lots of extra cash because you are going to need it !"
27571292,624,source1_27571292_47,"Journalists should be doing deep investigations to follow the money. We will be shocked to see who is making the profits. I am looking at you Liberal Mafia. Instead journalists crow over how 'Canada is Back' or how Duffy scammed a few thousand. I think this country and province are doomed. The media don't care, the unions and government workers out number the private wealth creators, the teachers brainwash pupils with leftist ideology in all subjects, it's discouraging.",5.0,5.0,1.0,0.7,1.0,1.0,"



","



","solution:2
specific_points:2
evidence:1
personal_story:1
dialogue:1","no_non_con:4
unsubstantial:1
provocative:1",no_toxic:5,"



","



","



","



","



",1.0,"Journalists should be doing deep investigations to follow the money . We will be shocked to see who is making the profits . I am looking at you Liberal Mafia . Instead journalists crow over how Canada is Back or how Duffy scammed a few thousand . I think this country and province are doomed . The media dont care , the unions and government workers out number the private wealth creators , the teachers brainwash pupils with leftist ideology in all subjects , its discouraging ."
26957781,52,source1_26957781_85,"Your editorial is simply wrong. It is time to abandon the small-government philosophy predicated on minimal tax levels. Conservatives will be unfit to govern until they recognize and acknowledge that Government has a significant role to play in the economy, that a degree of income redistribution is necessary in a civilized society, that well funded healthcare and education programs are critical, that the free collective bargaining process is a basic and honourable democratic right and that there is more to economic stimulus than simply offering tax cuts. We need a Conservative Party that embraces these principles.",5.0,5.0,0.6,0.6,1.0,1.0,"



","



","personal_story:2
dialogue:2
evidence:1
specific_points:1","provocative:2
no_non_con:2
sarcastic:1
unsubstantial:1",no_toxic:5,"



","



","



","



","



",1.0,"Your editorial is simply wrong . It is time to abandon the small-government philosophy predicated on minimal tax levels . Conservatives will be unfit to govern until they recognize and acknowledge that Government has a significant role to play in the economy , that a degree of income redistribution is necessary in a civilized society , that well funded healthcare and education programs are critical , that the free collective bargaining process is a basic and honourable democratic right and that there is more to economic stimulus than simply offering tax cuts . We need a Conservative Party that embraces these principles ."
26957781,2696,source1_26957781_32,"I didn't vote for Harper, but I still came to the Globe first over the last 4 years to get, what I thought was credible, less partisan reporting. But after that editorial debacle last week, I have found my thinking has shifted to, 'I don't really trust them as much now. Their thinking really is unjustifiably biased to favour the Conservatives' (I know it is a Conservative paper, I just thought they had the ability to be more impartial with their readers than other papers - naïve, I know now, I know). To come out in support of the party whom they wrote 5 'Kill the Bill' editorials about last year is too sad to be laughable, but rather willfully, and dangerously blind: I don't trust them to advise me anymore. So, I will read the G&M less, trust them less, and let my subscription lapse when it ends,",5.0,5.0,1.0,0.9,1.0,1.0,"



","



","specific_points:2
evidence:2
solution:1
dialogue:1","no_non_con:2
unsubstantial:2
no_respect:1",no_toxic:5,"



","



","



","



","



",1.0,"I didnt vote for Harper , but I still came to the Globe first over the last 4 years to get , what I thought was credible , less partisan reporting . But after that editorial debacle last week , I have found my thinking has shifted to , I dont really trust them as much now . Their thinking really is unjustifiably biased to favour the Conservatives ( I know it is a Conservative paper , I just thought they had the ability to be more impartial with their readers than other papers - naïve , I know now , I know ) . To come out in support of the party whom they wrote 5 Kill the Bill editorials about last year is too sad to be laughable , but rather willfully , and dangerously blind : I dont trust them to advise me anymore . So , I will read the G & M less , trust them less , and let my subscription lapse when it ends ,"
26957781,3524,source1_26957781_105,the last election proved that our democracy is robust - the cores that was damaging to moist Canadians has been reversed. Now is the time for all of us to come together and help improve this wonderful country. maybe it is time for our newspapers to open a debate how to better Canada and suggest ideas to be considered and debated. John Bruk,5.0,5.0,0.9,0.7,1.0,1.0,"



","



","dialogue:3
personal_story:1
solution:1
evidence:1","no_non_con:3
unsubstantial:2",no_toxic:5,"



","



","



","



","



",1.0,the last election proved that our democracy is robust - the cores that was damaging to moist Canadians has been reversed . Now is the time for all of us to come together and help improve this wonderful country . maybe it is time for our newspapers to open a debate how to better Canada and suggest ideas to be considered and debated . John Bruk
32879280,3525,source1_32879280_57,"I have worked in a major research institution for over 30 years. The quality of the character of the young people coming through as they pursue their degrees has not changed in any real way. Like the previous generations they tend to be honest, capable and hard working. What has changed in my opinion is the ease with which the older generations can now complain about the hippies and tell them to get off of their lawns. They said the same things about the generation that stood up against the Vietnam war and they were right. They said the same thing about the generation who went down south to fight for civil rights and they were right as well.",5.0,5.0,0.9,0.9,1.0,1.0,"



","



","dialogue:3
solution:1
no_con:1","no_non_con:3
unsubstantial:2",no_toxic:5,"



","



","



","



","



",1.0,"I have worked in a major research institution for over 30 years . The quality of the character of the young people coming through as they pursue their degrees has not changed in any real way . Like the previous generations they tend to be honest , capable and hard working . What has changed in my opinion is the ease with which the older generations can now complain about the hippies and tell them to get off of their lawns . They said the same things about the generation that stood up against the Vietnam war and they were right . They said the same thing about the generation who went down south to fight for civil rights and they were right as well ."
32879280,2098,source1_32879280_14,Academia is it's own safe-space where professors like this revel in the awe and admiration of 20 year olds who have just left home and don't know squat yet. They are an easy crowd to impress. I'm reluctant to embrace the millennial version of an ideal society because life does not really start until after school. The real world looks nothing like school. A career professor is ill-suited to comment with much clout on this issue because he himself has probably very limited work experience outside of the warm goo that fills the halls of the philosophy department.,5.0,5.0,0.9,1.0,1.0,1.0,"



","



","dialogue:2
personal_story:1
no_con:1
solution:1
specific_points:1
evidence:1","no_non_con:3
unsubstantial:1
provocative:1","no_toxic:4
embarrassment:1","



","



","



","



","



",1.0,Academia is its own safe-space where professors like this revel in the awe and admiration of 20 year olds who have just left home and dont know squat yet . They are an easy crowd to impress . Im reluctant to embrace the millennial version of an ideal society because life does not really start until after school . The real world looks nothing like school . A career professor is ill-suited to comment with much clout on this issue because he himself has probably very limited work experience outside of the warm goo that fills the halls of the philosophy department .
32879280,2265,source1_32879280_36,"A generation is born and, upon becoming adults, challenge the status quo. That is completely predictable. It is also completely predictable that this generation, upon entering middle age, become the status quo. Many don't recognize this and think that the upcoming generation, which is doing exactly what the now-middle-aged generation did, is full of stuff and nonsense. All perfectly understandable. I will admit that the whole personal pronoun bit has me mystified. It does seem quite precious to me that someone would presume to tell me how to refer to them when I am talking with someone else about that person (the third-person singular pronoun being the only English pronoun with a gender). It falls into the same camp as trigger warnings and safe spaces. I really would just like to say to these people 'Toughen up, the world is not about to adjust to you simply because you want it that way.' Then I stop and realise that maybe I am just becoming ossified in my thinking.",5.0,5.0,0.9,0.6,1.0,1.0,"



","



","dialogue:3
evidence:2
personal_story:2","no_non_con:4
unsubstantial:1
provocative:1",no_toxic:5,"



","



","



","



","



",1.0,"A generation is born and , upon becoming adults , challenge the status quo . That is completely predictable . It is also completely predictable that this generation , upon entering middle age , become the status quo . Many dont recognize this and think that the upcoming generation , which is doing exactly what the now-middle-aged generation did , is full of stuff and nonsense . All perfectly understandable . I will admit that the whole personal pronoun bit has me mystified . It does seem quite precious to me that someone would presume to tell me how to refer to them when I am talking with someone else about that person ( the third-person singular pronoun being the only English pronoun with a gender ) . It falls into the same camp as trigger warnings and safe spaces . I really would just like to say to these people Toughen up , the world is not about to adjust to you simply because you want it that way . Then I stop and realise that maybe I am just becoming ossified in my thinking ."
21988222,8,source1_21988222_13,Article linked to a Suzuki poll. Yawn. Here's a U.N. global poll with 6.7 million votes on what people from around the globe (and I don't mean the Globe and Mail) believe are the world's greatest priorities: http://data.myworld2015.org/Be sure to check what comes in dead last. :PPeople with legitimate questions are tired of being compared to Holocaust deniers and shushed up when they ask about the man behind the curtain.,5.0,5.0,1.0,0.4,1.0,1.0,"



","



","solution:2
specific_points:2
dialogue:2
evidence:1
personal_story:1","unsubstantial:3
no_non_con:2
provocative:1",no_toxic:5,"



","



","



","



","



",1.0,Article linked to a Suzuki poll . Yawn . Heres a U.N. global poll with 6.7 million votes on what people from around the globe ( and I dont mean the Globe and Mail ) believe are the worlds greatest priorities : http : //data.myworld2015.org/Be sure to check what comes in dead last . : PPeople with legitimate questions are tired of being compared to Holocaust deniers and shushed up when they ask about the man behind the curtain .
21988222,113,source1_21988222_42,You can safely assume that the writer has not read the details of the latest IPCC reports: The IPCC in its latest AR5 report admitted (but buried the information on Page 769) that 111 of the 114 enormously expensive and complex models used to predict climate failed to foresee the current eighteen year hiatus in global warming. They also stated that climate scientists could not explain this failure. The graph on Page 1011 of IPCC’s AR5 also confirms that there has been a “hiatus” in measured global warming this century and shows that previously confident IPCC predictions about steady warming due to increasing greenhouse gas concentrations continue to diverge further and further from reality. http://www.climatechange2013.org/images/report/WG1AR5_ALL_FINAL.pdfI guess the IPCC are deniers!,5.0,5.0,0.9,0.9,1.0,1.0,"



","



","personal_story:2
dialogue:1
specific_points:1
evidence:1
no_con:1","no_non_con:3
sarcastic:1
provocative:1",no_toxic:5,"



","



","



","



","



",1.0,You can safely assume that the writer has not read the details of the latest IPCC reports : The IPCC in its latest AR5 report admitted ( but buried the information on Page 769 ) that 111 of the 114 enormously expensive and complex models used to predict climate failed to foresee the current eighteen year hiatus in global warming . They also stated that climate scientists could not explain this failure . The graph on Page 1011 of IPCC ’ s AR5 also confirms that there has been a “ hiatus ” in measured global warming this century and shows that previously confident IPCC predictions about steady warming due to increasing greenhouse gas concentrations continue to diverge further and further from reality . http : //www.climatechange2013.org/images/report/WG1AR5_ALL_FINAL.pdfI guess the IPCC are deniers !
21988222,956,source1_21988222_92,"Whatever the truth regarding climate change, I take exception to the language around what should be largely a scientific discussion. The expression 'climate change deniers' is one of those. Since most of us aren't scientists, since there are conflicting scientific reports around this issue, and since the average person seems required to take a 'position' on the science around climate change, the whole thing has ended up with the nasty flavor of religious dogma, where the 'deniers' are the heretics who 500 years ago might very well have burned at the stake.",5.0,5.0,1.0,0.6,1.0,1.0,"



","



","dialogue:4
evidence:3
solution:1
specific_points:1
personal_story:1
no_con:1","no_non_con:4
unsubstantial:2
provocative:2
non_relevant:1
no_respect:1
sarcastic:1",no_toxic:5,"



","



","



","



","



",1.0,"Whatever the truth regarding climate change , I take exception to the language around what should be largely a scientific discussion . The expression climate change deniers is one of those . Since most of us arent scientists , since there are conflicting scientific reports around this issue , and since the average person seems required to take a position on the science around climate change , the whole thing has ended up with the nasty flavor of religious dogma , where the deniers are the heretics who 500 years ago might very well have burned at the stake ."
21988222,469,source1_21988222_20,"'Dealing with this issue will require money and leadership.'Actually, it just requires you to live closer to where you work, shop and play. Maybe examine the GHG effect of your different transportation options, and choose more responsibly. A carbon tax might help you get there, but if it is not a revenue neutral carbon tax, see it for the socialist tax grab that it is, and boot the perpetrators out of office the next chance you get. Always maintain a wary eye for the preaching zealots who purport to know better than you - they just want your money.",5.0,5.0,1.0,0.9,1.0,1.0,"



","



","evidence:2
personal_story:2
dialogue:2
solution:1","no_non_con:2
unsubstantial:2
sarcastic:2",no_toxic:5,"



","



","



","



","



",1.0,"Dealing with this issue will require money and leadership.Actually , it just requires you to live closer to where you work , shop and play . Maybe examine the GHG effect of your different transportation options , and choose more responsibly . A carbon tax might help you get there , but if it is not a revenue neutral carbon tax , see it for the socialist tax grab that it is , and boot the perpetrators out of office the next chance you get . Always maintain a wary eye for the preaching zealots who purport to know better than you - they just want your money ."
21988222,3526,source1_21988222_130,"Ignoring the deniers is exactly what we should do and major media organizations should take note of the BBC's policy on covering climate change, a policy that says there's no point including deniers in the debate. In 1985 the CBC's great science reporter Eve Savory reported that the debate over climate change was over, the science was clear and it was time to start debating how best to transition off carbon energy to clean energy.",5.0,5.0,0.7,0.8,1.0,1.0,"



","



","dialogue:2
specific_points:1
evidence:1
personal_story:1
no_con:1","no_non_con:4
unsubstantial:1
sarcastic:1",no_toxic:5,"



","



","



","



","



",1.0,"Ignoring the deniers is exactly what we should do and major media organizations should take note of the BBCs policy on covering climate change , a policy that says theres no point including deniers in the debate . In 1985 the CBCs great science reporter Eve Savory reported that the debate over climate change was over , the science was clear and it was time to start debating how best to transition off carbon energy to clean energy ."
11744465,3527,source1_11744465_131,"I don't think the Chretien attack ad and the anti-Trudeau ads of today are comparable. The former was purely pejorative and personal, while the latter comments (albeit in a sneering way) on a legitimate concern: Justin's experience and qualifications for the Prime Minister's office. Few Canadians even saw the Chretien ad - it was broadcast once in, I believe, 2 provinces before it was pulled. This isn't to defend Harper's electoral strategy and tactics. The anti-Trudeau ads are ill-advised at best. I think they're childish and pandering. I'm a lifelong conservative voter and I am alienated and annoyed by this prime minister's agenda and methods. He is using his majority to gut dissent, environmental oversight and public accountability. The Conservative party is turning into something I don't like or recognize.",5.0,5.0,0.8,0.4,1.0,1.0,"



","



","dialogue:3
evidence:2
solution:2","no_non_con:3
unsubstantial:1
sarcastic:1
provocative:1",no_toxic:5,"



","



","



","



","



",1.0,"I dont think the Chretien attack ad and the anti-Trudeau ads of today are comparable . The former was purely pejorative and personal , while the latter comments ( albeit in a sneering way ) on a legitimate concern : Justins experience and qualifications for the Prime Ministers office . Few Canadians even saw the Chretien ad - it was broadcast once in , I believe , 2 provinces before it was pulled . This isnt to defend Harpers electoral strategy and tactics . The anti-Trudeau ads are ill-advised at best . I think theyre childish and pandering . Im a lifelong conservative voter and I am alienated and annoyed by this prime ministers agenda and methods . He is using his majority to gut dissent , environmental oversight and public accountability . The Conservative party is turning into something I dont like or recognize ."
11744465,803,source1_11744465_175,"People tend to gravitate towards politicians that share their personal standards - if you can stand proud beside your representative's words and deeds then they deserve your vote. In Mr. Harper's case, his base remains unshakeable but everyone else seems less and less enamoured by his personality and agenda to the point of extreme dismay. If our PM ever wants to prove he was deserving of the position gifted to him by the electorate he will need to radically step up his game yet unfortunately for the country this appears well beyond the reach of his repertoire.",5.0,5.0,1.0,0.5,1.0,1.0,"



","



","evidence:2
solution:2
specific_points:2
no_con:1","no_non_con:3
unsubstantial:1
sarcastic:1
provocative:1",no_toxic:5,"



","



","



","



","



",1.0,"People tend to gravitate towards politicians that share their personal standards - if you can stand proud beside your representatives words and deeds then they deserve your vote . In Mr. Harpers case , his base remains unshakeable but everyone else seems less and less enamoured by his personality and agenda to the point of extreme dismay . If our PM ever wants to prove he was deserving of the position gifted to him by the electorate he will need to radically step up his game yet unfortunately for the country this appears well beyond the reach of his repertoire ."
10713368,613,source1_10713368_57,"Is a tyranny of the majority barbaric? Let's see: Q) Is burning someone at the stake for suggesting the earth is a sphere barbaric? A) Not if 51% of G&M readers living in circa 1500 A.D said no.Q) Would burning someone at the stake for suggesting the earth rotates around the sun barbaric? A) Not if 51% of G&M readers living in circa 1600 A.D said no.Q) Would lynching someone for suggesting slavery is immoral and ought to be abolished be barbaric? A) Not if 51% of G&M readers residing in the deep south in the early 90th century disagreed. Q) Would attacking or ostracizing people around you who suggested women ought to own property, pursue higher education, and have careers be barbaric? A) Not if 51% of G&M readers living in the West circa early 20th century disagreed. Q) Is engaging in an act where you try to impose your wills on another or prevent others from imposing their will on you barbaric? A) Not if it is called 'political voting' and if 51% of G&M readers living in the West circa early 21st century disagreed. Q) Is supporting an institution who sells off the unborn as collateral to finance debts incurred today barbaric? A) Not if it is called democracy and if 51% of G&M readers living in the West circa early 21st century disagreed. Q) Is traveling overseas to kill other people barbaric? A) Not if you're wearing a green costume and a member of a cult called 'the military' the government does it. Oh, and if 51% of G&M readers living in the West circa early 21st century disagreed. Q) Is terrorism barbaric? A) Not if your government does it and has support from 51% of G&M readers living in the West circa early 21st century disagreed. Q) Is wanting other people's money taken by force from them barbaric? A) Not if you call it 'public policy', 'general welfare', or a 'social contract' and has support from 51% of G&M readers living in the West circa early 21st century disagreed. We are still coming out of the Dark Ages. I love it when the G&M editorial preaches to call barbarism barbaric. Because you can literally find loads and loads of exemptions they - as the handmaidens to the governments of today as the priestly class was to the monarchs of old - grant all types of exemptions to calling things barbaric if they are committed by the ruling classes.",5.0,5.0,1.0,0.7,1.0,1.0,"



","



","evidence:2
solution:2
no_con:2
specific_points:1","no_non_con:4
sarcastic:1",no_toxic:5,"



","



","



","



","



",1.0,"Is a tyranny of the majority barbaric ? Lets see : Q ) Is burning someone at the stake for suggesting the earth is a sphere barbaric ? A ) Not if 51 % of G & M readers living in circa 1500 A.D said no.Q ) Would burning someone at the stake for suggesting the earth rotates around the sun barbaric ? A ) Not if 51 % of G & M readers living in circa 1600 A.D said no.Q ) Would lynching someone for suggesting slavery is immoral and ought to be abolished be barbaric ? A ) Not if 51 % of G & M readers residing in the deep south in the early 90th century disagreed . Q ) Would attacking or ostracizing people around you who suggested women ought to own property , pursue higher education , and have careers be barbaric ? A ) Not if 51 % of G & M readers living in the West circa early 20th century disagreed . Q ) Is engaging in an act where you try to impose your wills on another or prevent others from imposing their will on you barbaric ? A ) Not if it is called political voting and if 51 % of G & M readers living in the West circa early 21st century disagreed . Q ) Is supporting an institution who sells off the unborn as collateral to finance debts incurred today barbaric ? A ) Not if it is called democracy and if 51 % of G & M readers living in the West circa early 21st century disagreed . Q ) Is traveling overseas to kill other people barbaric ? A ) Not if youre wearing a green costume and a member of a cult called the military the government does it . Oh , and if 51 % of G & M readers living in the West circa early 21st century disagreed . Q ) Is terrorism barbaric ? A ) Not if your government does it and has support from 51 % of G & M readers living in the West circa early 21st century disagreed . Q ) Is wanting other peoples money taken by force from them barbaric ? A ) Not if you call it public policy , general welfare , or a social contract and has support from 51 % of G & M readers living in the West circa early 21st century disagreed . We are still coming out of the Dark Ages . I love it when the G & M editorial preaches to call barbarism barbaric . Because you can literally find loads and loads of exemptions they - as the handmaidens to the governments of today as the priestly class was to the monarchs of old - grant all types of exemptions to calling things barbaric if they are committed by the ruling classes ."
10713368,3528,source1_10713368_108,"'The illusion of multiculturalism'?Although I would have guessed at it before, it would appear that the Globe harbours some very different editorial writers that it did in the past. They used to be quite proud of Canada's mosiac.~Thing is, this isn't the first time this has come up is it? That is to say, Kenny putting something into the handbook about the same subject. The way things are going he's just going to add more and more adjectives to the same advisory --next year it'll be really barbaric, or maybe he'll go into detail about stoning and polygymy. The sections on elderly abuse and human trafficking aren't referring to 'barbaric' practices; so are we to believe those aren't as bad? Or is that addition being saved for for next year? The only message the handbook should be sending is advising immigrants about what Canada is about, and what they can do here and what they can't. Not Canada's opinion on Iran/Somalia/Whatever. It isn't supposed to be political red meat.",5.0,5.0,0.8,0.6,1.0,1.0,"



","



","dialogue:4
evidence:2
specific_points:1","no_non_con:3
unsubstantial:1
provocative:1",no_toxic:5,"



","



","



","



","



",1.0,"The illusion of multiculturalism ? Although I would have guessed at it before , it would appear that the Globe harbours some very different editorial writers that it did in the past . They used to be quite proud of Canadas mosiac.~Thing is , this isnt the first time this has come up is it ? That is to say , Kenny putting something into the handbook about the same subject . The way things are going hes just going to add more and more adjectives to the same advisory -- next year itll be really barbaric , or maybe hell go into detail about stoning and polygymy . The sections on elderly abuse and human trafficking arent referring to barbaric practices ; so are we to believe those arent as bad ? Or is that addition being saved for for next year ? The only message the handbook should be sending is advising immigrants about what Canada is about , and what they can do here and what they cant . Not Canadas opinion on Iran/Somalia/Whatever . It isnt supposed to be political red meat ."
