comment_id,comment_text,toxicity,is_toxic,n_raters,n_toxic_votes,article_id,publication_id,created_date,rating,n_chars,n_words,mentions_identity,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability
5870187,"JJ: ""recently, a woman ran for President based solely on her gender. She had nothing else to offer and little qualifying experience""

So eight years as a US Senator and four years as Secy of State is 'little qualifying experience'? All her speeches on the campaign trail and all the policy info on her campaign website focused solely on her gender? She had nothing else to offer? 

Agree with her or not, but your statement makes little sense.",0.0,no,4,0,372252,13,2017-08-30 20:55:21.003657+00,approved,443,78,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919842,They just murder Christians and everyone else they hate wherever they find them.,0.5285714285714286,yes,70,37,164845,54,2017-01-30 03:51:42.522903+00,rejected,80,13,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5086998,"What are you alluding to here "" experimental liturgies taking place in other parts of the world."" 

Many trads are very uncomfortable with liturgies that reflect the cultures of non-European and non-Europeanized (such as Latin America) areas of the world.  They think that everyone should embrace a liturgy that is not only euro-centric, but reflects a European model dating back hundreds of years, and a language that dates back two thousand years. Many forget that Jesus and his disciples did not speak Latin.  They did not sing Bach or Mozart.  Perhaps they picked up a bit of Latin, the language of their despotic rulers who killed Jesus, and the more educated (which excludes most of those who followed Jesus) may have learned some Greek.   Many trads are uncomfortable with non-western music, especially if it includes native drumming, and with any form of dance in liturgy,  not uncommon in non-europeanized liturgies. Perhaps Sarah prefers western culture to his own?",0.0,no,4,0,324112,53,2017-04-03 15:24:45.705687+00,approved,975,158,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
513995,"You completely miss the point. I assume it's because of being blinded by your hatred for Billary et al. Here's the deal, it isn't about what he said or how he said it (though those things are despicable, taudry and should be rebuked). It's about his attitude toward women from his position of power and bragging about being able to assault (walking up to a woman and kissing her is assault) people because they fear his power as a celebrity. This sort of attitude is the clearest indication of a psychopathic personality. And I'm not just throwing that DSMR term out there for effect. The guy is a psychopath. There can be no debate about that now. It isn't silly little crap. It's clear evidence that can't be pushed aside with apologies or excuses that some other psychopath said the same or worse. Vote for a psychopath or not. Hillary isn't the only other choice. Alaskans do have a track record of voting for candidates with mental illness; how many times has Don Young won?",0.3857142857142857,no,70,27,147929,21,2016-10-07 23:51:47.681091+00,approved,979,175,True,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
6121822,Walked is such an idiot . Needs to repay a favor . Can't wait to vote that man out .,0.8548387096774194,yes,62,53,387557,21,2017-10-10 23:23:37.594761+00,rejected,84,20,True,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0
582785,"Others are not as obsessed as you, and it says much about your real priority--the subjugation of women achieved through denying them control of their fertility.  Have you ever considered that a man who repeatedly brags about his promiscuity, has consistently been unfaithful to his wives and girlfriends,  and has been accused of child rape may have sponsored a few abortions?",0.3,no,10,3,150883,53,2016-11-07 22:49:43.496307+00,approved,376,61,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6065660,"They would have made it a Federal Law, anyway, right?
If they say you have to do it and you are patriotic?
wth knew?",0.1666666666666666,no,6,1,384187,102,2017-10-02 06:42:14.977851+00,approved,116,24,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695838,Why is this article still here? It is known that the federal government is going to announce just such a ban next week.,0.0,no,4,0,155489,54,2016-12-12 02:09:21.144296+00,approved,119,23,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536913,"So if a raped girl is reluctant to tell her parents, and instead resorts to a coat hanger, you're okay with that?",0.5,yes,10,5,148481,21,2016-10-19 10:12:53.822197+00,approved,113,22,True,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6195179,"Have to be able to keep those blacks in line.  Second amendment was added to allow southern states to be able to control their slaves.  Fortunatly Gary, we no longer have slavery so the second amendment is not needed.",0.5,yes,10,5,391783,55,2017-10-21 16:11:29.640095+00,approved,217,39,True,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5052983,"Just more academic poppycock and another excuse for doing nothing while thousands are being killed by Islamic extremism.  However, as most of the deaths and destruction involve Muslims and Arabs by Muslims and Arabs, as long as Islamic extremism can be contained to this extent, kicking the can down the road might be the best alternative. The West will simply have to keep its  gunpowder dry.",0.7,yes,10,7,321842,54,2017-03-25 04:46:46.214464+00,approved,393,66,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958073,"Hardy:  Damn it, man, just stop it!!! You keep presenting facts (as contrasted to alternative facts) and draw rational conclusions.  Then you quote from that damn left-wing Cato Institute....oh, wait...that's right, it was founded by the Koch brothers, wasn't it.  Here's a quotation from their website addressing Trump's ban: ""These policies will not improve national security and will undermine America’s efforts to combat Islamic extremism and terrorism around the world.""

President Trump is truly an ""amazing"" man.  His foolishness never ceases to amaze me.  regards, Gary Crum",0.6,yes,10,6,166528,13,2017-02-06 20:42:18.603045+00,approved,582,87,True,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
5174821,"The reason that there are very different views in the Catholic Church (or in any institutional religion) is that each of us is at a different stage of spiritual growth.  ""Stages of Faith"" by James Fowler and ""Integral Spirituality"" by Ken Wilbur are two books that speak extensively on this topic.  Growing our  souls and establishing a personal relationship with the ever present God/Yahweh/Allah/Mohammed/Buddha expands the inclusivity of our souls and widens our circle in regards to all of humankind and creation.  Both of these books explain why some folks cling so tightly to 'their' religion and others are able to move forward.",0.0,no,4,0,329193,53,2017-04-25 01:28:31.780578+00,approved,635,103,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513771,"Oh, come on. Who cares? Not my problem. He didn't advocate taking anyone forcefully or anything like that. He's talking about trying to seduce women. Yeah, he's using locker-talk, but so what? Here we see the media, once again trying to take Trump down with silly little c rap like this.",0.6,yes,10,6,147929,21,2016-10-07 22:25:02.320838+00,approved,287,51,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7182467,"Traitors all!  Impeach and Recall them all.  The Roy Cohn student and Mein Kampf idolator continues a lifelong devotion to all things fascist and Nazi.  Allegiance to German heritage even to the point of collaborating with a new Russian Dictator just like Hitler and Joe Stalin in 1939 to begin WWII.  A traitorous Republican party denying voting rights, Scalia court trashing the Constitution, and state governors and legislatures rigging the elections in key electoral states.  Meanwhile the CONgress remains in gridlock as the Republican majority haven't a clue as to how to actually conduct the business of running a Constitutional Republic government.  Their Fuehrer Leader commits treason, but they remain silent or supportive as their incompetence is glaringly evident again.  8 years of incompetence resulting in gridlock and failure are the true nature of these traitors to ever tenet of the Republic.",0.6,yes,10,6,168270,21,2017-02-15 16:07:37.810849+00,approved,910,142,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335748,"If you have a mortgage, or had one, you spent more than you take in.  Government Accounting is not the same as personal finance.  Any CPA will tell you that.",0.0,no,4,0,137867,21,2016-06-02 06:16:07.268755+00,approved,157,30,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901921,"The ""success"" you cite is a very relative term. While illegal immigration from Mexico is far lower than it was ten years ago, there are still 170,000 illegal Mexican immigrants entering the US every year. And the number of illegal immigrants in the US hasn't been significantly reduced, it's just stabilized at the high existing number.

So the steps taken thus far have stopped the problem from getting worse, but still haven't made a difference to the underlying problem. That's what I get from reading about the matter. Are you saying you have alternative facts?",0.0,no,4,0,164227,54,2017-01-26 18:24:14.253461+00,approved,565,95,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0
465110,The feds are not doing the AST's job.  Fed enforce federal law and AST the state's.  The case you mention is a civil right case under federal law.,0.0,no,4,0,145469,21,2016-09-08 05:36:06.542982+00,approved,146,28,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6193059,"“Hurt” poor Mr. Trump?  Silly girl - he has no feelings except for himself, of course.  And hurt him with a “racial” remark?  Sorry, but white nationalists are immune to racial remarks because they’re too busy making their own.",0.8,yes,10,8,391364,105,2017-10-21 04:07:32.080749+00,approved,227,39,True,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6267846,Only if they want to pay for it. Time for Canadian taxpayers to stop for this Liberal scam,0.6,yes,10,6,395843,54,2017-11-01 19:02:00.528346+00,approved,90,18,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485196,"ONE SIMPLE, LOADED PISTOL would have solved this problem for this man and the rest of us that have to live with these dirtbags on our streets,",0.6,yes,10,6,146467,21,2016-09-22 00:22:31.841618+00,approved,142,27,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7126818,"Not with ya on this, WE.  Although not on board with celibacy, as per our Book God did not prescribe that for us, adding the warning ""...and furthermore, you can't do it..."", these are still spiritually devoted people who sought to rise above the degeneracy of their times, at considerable personal cost.

Given a choice, I'd have to conclude that their form of insanity was far less harmful than that of the leaders of prominent atheist movements, such as Stalin. Mao and Pol Pot, whose respective body-counts were: ~ 7 million, 40-70 million and ~2 million.  The civilian body-count of officially secularist US wars from Korea through Afghanistan is CONSERVATIVELY estimated at ~ 6 million.

This in and of itself refutes the logical fallacy of attributing horrific wars to ""deist religion"".  At best it points to corrupt leaders' willingness to cloak their egregious VIOLATIONS of deist religions' authentic tenets with hypocritical facades predicated on them.  I don't exempt ""Muslims"" from this.",0.5,yes,10,5,160019,21,2017-01-04 23:50:36.872867+00,approved,1000,161,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.7,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
911627,"Wynne's argumnet ...how will people pay the ""Carbon Tax"" if they spent all their surplus cash on Tolls......",0.0,no,4,0,164485,54,2017-01-28 12:11:44.473431+00,approved,108,18,False,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5363489,"You should have said you ""can't think"" and left it at that.",0.0,no,4,0,340805,53,2017-06-06 00:31:43.377744+00,approved,59,12,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5267074,"At least he won't bow down to the King of Saudi Arabia, like Obama did.",0.1,no,10,1,335067,53,2017-05-17 13:44:18.982542+00,approved,71,15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0
5339378,"Because it's a Republican Congress, of course.",0.0,no,4,0,339499,102,2017-06-01 15:16:54.976131+00,approved,46,7,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5482354,"Not 1776 or even before.  They have no concept of the framing of the US Constitution or its antecedents in England, including the Constitutions of Clarendon, the Great Charter (or ""Magna Carta) and the 1689 Bill of Rights.  

They are stuck thousands of years ago in the original virgin-birther Cult of Isis and Abraham's ""divinely required"" torture of his son Issac.  

Gorsuch, when he went to Oxford, deliberately insulated himself from an education in English law by cloistering with a professor of Catholic divinely-ordained ""natural law"".",0.0,no,4,0,348802,102,2017-06-27 01:13:38.471995+00,approved,544,86,False,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903646,"Time for women and everyone else to dish it back to these creeps, times 10.",0.3,no,10,3,164338,54,2017-01-26 23:05:25.314395+00,approved,75,15,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914968,"Do you believe God (Yahweh) wrote the Ten Commandments in stone, and Gave them to Abraham?  ""I am Yahweh your God, who brought you up out of the land of Egypt, out of the house of bondage. You shall have no other gods before me."" That is the first Commandment that God gave to Abraham. Yahweh refers to other gods. There are many gods in the human pantheon. Yahweh commanded the Israelites to hold Him above all others.",0.0,no,4,0,164668,13,2017-01-29 01:05:05.517083+00,approved,419,78,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0
515736,"Good grief is right. This article is about Trump bragging about sexually assaulting women; it's not about innuendo or gossip.

Sexually assaulting women, and then bragging about it is not something honorable men do, it's something scumbags do, and only another scumbag would try and defend that behavior.",0.7,yes,80,56,147929,21,2016-10-08 19:13:21.675382+00,approved,304,48,True,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6275747,"This is a lovely craftsman style bungalow but without provenance, I don't believe it to be from Sears.   It is possibly from a pattern book.  It has too many architectural details that are not from Sears.  Sears actually borrowed that California bungalow design from another architect/designer.  It became a very popular bungalow design and was used by several companies.
https://oklahomahousesbymail.wordpress.com/2015/08/09/another-los-angeles-investment-company-house-with-ties-to-a-kit-home/",0.0,no,4,0,396341,85,2017-11-02 18:58:05.822229+00,approved,495,60,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5083450,"Plain writing laying the blame exactly where it belongs - The Republican Party Traitors to all human, civil rights, morality, and individual freedom.  The foul dictatorship of old white men devoid of intelligence, logic, or compassion rigidly ensconced in false religious, political dogma and ideology befoul the governing system with vile effluent unworthy of a pig sty.",0.65,yes,80,52,323910,21,2017-04-02 07:17:48.651295+00,approved,371,57,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4988942,"Let us have humor in all of this.. How many remember ..think Lethal Weapon... when they go through the drive through and they get stiffed?.... the little guy says ""Never go through the drive through.. they always F. U. in the drive-through... This is EXACTLY what our elected officials are doing to us... screwing us over and over again... hey wait a minute wait until they find old Hawaiian human bones.. add more delays and 5 billion.. I do hope our President Trump shut this absolutely stupid rail DOWN... Cut our loses now.",0.8,yes,10,8,318318,55,2017-03-11 01:14:40.943386+00,approved,527,93,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5003332,This is what happens when you elect an illiterate con-man to the presidency. The guy couldn't even make it past the intentionally misleading headline...,0.5,yes,10,5,319191,21,2017-03-14 17:21:29.038268+00,approved,152,24,False,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539818,"Here are some ideas:
- Wear those BlackLivesMatter t-shirts while volunteering on your own time at a community center.
- Wear those BlackLivesMatter t-shirts while doing yard work or home repairs for an elderly black person.
- Keep the money from the t-shirt and donate it to a charity instead.
- Encourage students to complete all of their homework every day, and add a rubber stamp ""BlackLivesMatter"" if they get 90% or better.
Yes; black lives do matter (too), and the black community has historically been underserved in many ways, but the solution is not ""raising awareness"". The solution is turning your thoughts into positive substantive action.",0.0,no,4,0,149023,21,2016-10-20 08:39:08.953906+00,approved,652,107,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594975,"""And it isn’t just the Trudeau agenda, but the Canadian economy, that the PM must protect...""

That is the takeaway line for me.

Unfortunately Trudeau has made it clear that his personal agenda is his priority and much more  more important to him than is the Canadian economy.",0.0,no,4,0,151440,54,2016-11-12 04:15:13.733329+00,approved,277,48,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6042538,An actor in front of a judge.  Suspect.,0.0,no,4,0,382870,21,2017-09-28 16:21:20.583050+00,approved,39,8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5766858,"Too little, way too late.  The ONLY reason he came out on this today is because of the entire backlash since it happened.  So transparent.  Such a hypocrite!",0.7413793103448275,yes,58,43,366410,55,2017-08-14 18:31:54.207859+00,approved,157,28,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256562,"Way to keep it classy boys, good job!!",0.0,no,4,0,104157,21,2016-03-24 15:49:39.734861+00,approved,38,8,False,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6019275,Oh the irony.   Mostly black millionaire professional athletes protesting on national tv for equality!  What a hoot.,0.8,yes,10,8,381661,13,2017-09-25 16:22:13.603975+00,approved,116,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5791869,Events today in Spain show once again we have far more to fear from the followers of Islam than the alt right .,0.5,yes,10,5,367749,54,2017-08-18 01:31:49.403405+00,approved,111,23,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385094,"Wow, real Christians taking about truth and empathy as we in our country try to heal, once again, from the pain of violence and racism. Yes there is a context. Yes there is a different in the pain a mother of an African American teen feels each day as they wonder if this could be the day he will not return...and yes we ask too much of our police. We must have teachers, ministers, social workers, we must have a fair education system, a path forward. Those whom are numb or dumb to this truth we all know must reconsider their professed faith because this is what being a followers of Christ is all about.",0.5,yes,10,5,141237,13,2016-07-12 20:25:16.031438+00,approved,607,115,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465199,"More likely it was a power struggle within the movement. ""White supremacists"" and cops might not have liked him but he was no threat.",0.6,yes,10,6,145483,21,2016-09-08 07:54:32.500129+00,approved,133,24,True,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.8333333333333333,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0
393846,Preaching to the choir my friend I agree.,0.0,no,4,0,141542,21,2016-07-19 22:46:01.402272+00,approved,41,8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7162405,I am amazed that after reading the article you do not understand the implications. Perhaps you want the Federal government to renege on other promises like your social security?,0.0,no,4,0,157940,21,2016-12-22 05:20:44.598018+00,approved,177,29,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5773148,"We do have white racists, the big problem is that we have millions of black racists, also, who are calling out white racists, and are on the streets, every day,  proving that fact! Perhaps if it were only one race with racism,  we may be able to find a solution but, that is not the case!!",0.5,yes,10,5,366396,105,2017-08-15 17:26:40.543442+00,approved,289,56,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5162877,"No, EFC.  62 million people voted for Trump.  That is about one-fifth of the American population.  They are either racist or they looked the other way when Trump made his racist statements.  Either way, they should be ashamed of themselves.  He said he was going to deport all undocumented immigrants.  He made no distinction between those ho committed acts of violence and those who did not.",0.5,yes,10,5,327971,53,2017-04-21 23:50:36.219671+00,approved,392,66,False,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0
6020331,"It's pretty obvious you aren't that close then, let alone ""very close"". That you haven't been invited over should be your clue that maybe the ""close"" relationship you think you have is a one-way street and your ""very close friends"" may think you're an acquaintance at best. Maybe your ""very close friends"" don't really enjoy your company and accordingly do NOT want you in their house. Maybe your ""very close friends"" roll their eyes behind your back when you attempt to use them with this ""Some of My Best Friends Are Black"" routine like you're doing now.",0.0,no,4,0,381547,102,2017-09-25 18:21:45.798858+00,approved,556,97,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987013,"People in Mexico are very justifiably upset. A racist and xenophobic president, Trump, made repeated, unwarranted and ignorant comments about Mexicans. Current events in Mexico and elsewhere are hardly surprising.",0.6,yes,10,6,167820,54,2017-02-12 23:08:50.887386+00,approved,213,30,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
5403451,"Hi kevin,
One NCR poster volunteered to join us in our Friday pray/fasting!
I will be out of town this Friday but will do pray/fasting.  
In Christ",0.0,no,4,0,340442,53,2017-06-12 22:37:15.323910+00,approved,147,27,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378678,I think 30 years is perfectly fitting for the crime he never got to commit,0.0,no,4,0,140814,13,2016-07-07 19:57:13.399847+00,approved,74,15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467910,"The State of Alaska has NEVER had a death penalty.   The last executions were in Territorial days under federal law.   I don't have a moral problem with the death penalty, but I have serious practical problems with it.   I'm simply not willing to let twelve morons with driver's licenses make an irrevocable decision that is largely based on which lawyer can make the best emotional appeal.   I used the same tools and rules as a prosecutor to take people's jobs, and I was better than most prosecutors; I lost way too many cases I should have won and won too many I should have lost.   I practiced before experienced labor arbitrators and administrative law judges, not lay juries.",0.6,yes,10,6,145643,21,2016-09-10 00:34:14.155021+00,approved,682,118,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6018358,Trump has never apologized for anything. His is a weak man.,0.6,yes,10,6,381653,102,2017-09-25 14:26:35.090245+00,approved,59,11,True,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831678,"Brooke Eric Keppler-- Your irresponsibility scares and concerns me just as much, if not more than some other activities I read about. Considering that no alcohol was involved and you're being cooperative, you might have been the first to say it was stupid and careless to drive in that condition.
I'd like to imagine that you'll take from this experience to do some good. Please put in the effort.",0.5,yes,10,5,161528,13,2017-01-12 22:38:10.171793+00,approved,397,69,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5783494,"""I have criticisms of this pope, but I never doubted his Catholicism.""
I agree with you.  He won't make conservatives or liberals truly happy.  He's a mixed bag.",0.5,yes,10,5,367122,53,2017-08-16 21:30:16.959990+00,approved,161,28,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
