net_tfa,age,inc,educ,fsize,marr,twoearn,db,pira,hown,e401
7.0,25,24.48,12,1,0,0,0,0,0,0
0.0,33,18.621,12,1,0,0,0,0,1,0
-9.05,26,11.1,18,1,0,0,0,0,0,0
10.69,48,43.05,18,4,1,1,0,0,1,0
-4.5,27,28.56,12,1,0,0,0,0,0,0
44.75,31,68.04,17,5,1,1,0,1,1,0
0.025,56,24.744,1,2,1,0,0,0,0,0
36.8,30,75.222,16,2,1,1,1,0,1,0
0.0,40,19.125,12,2,0,0,0,0,0,0
-1.1,36,7.536,14,1,0,0,0,0,0,0
8.499,48,40.41,9,4,1,1,0,0,1,0
-1.401,28,54.456,12,2,1,1,0,0,1,0
37.794,55,36.117,12,2,1,1,0,1,1,0
10.7,52,32.511,12,2,1,0,0,1,1,0
11.8,63,26.736,11,3,1,0,0,0,1,0
21.7,48,32.325,12,3,1,0,1,1,1,0
276.15,60,53.277,13,2,1,0,0,1,1,0
0.525,46,22.17,18,2,0,0,0,0,1,0
0.0,45,50.883,12,6,1,1,0,0,1,0
0.0,48,28.053,9,6,1,0,0,0,0,0
0.8,31,25.158,13,3,1,0,0,0,1,0
0.25,54,24.714,6,3,1,1,0,0,1,0
-0.2,30,30.342,12,5,1,1,0,0,0,0
0.0,43,19.074,14,1,0,0,0,0,0,0
3.499,37,66.96,12,2,1,1,0,0,0,0
2.05,38,24.888,13,1,0,0,1,0,1,0
-0.307,37,53.151,16,4,1,1,1,1,1,0
0.05,44,28.83,12,3,1,1,1,0,1,0
0.7,38,18.9,12,2,0,0,0,0,1,0
28.42,51,14.574,12,1,0,0,0,0,1,0
0.5,25,7.164,11,2,0,0,0,0,0,0
-0.96,42,23.313,12,3,0,0,0,0,0,0
0.2,36,39.942,13,5,1,0,0,0,1,0
6.75,28,28.383,18,1,0,0,0,0,1,0
22.35,37,55.56,13,4,1,1,0,1,1,0
5.999,61,50.919,18,3,1,1,1,0,1,0
0.225,27,7.332,12,1,0,0,0,0,0,0
-9.168,41,14.484,12,3,1,0,0,0,1,0
134.584,47,106.62,12,2,1,1,1,1,1,0
-0.651,52,10.968,9,4,1,0,0,0,1,0
41.0,40,110.16,16,3,1,1,1,1,1,0
-4.4,46,25.2,17,2,0,0,0,0,1,0
1.95,52,47.7,12,2,1,1,1,0,1,0
5.704,41,61.353,12,2,1,0,0,1,1,0
0.05,28,13.77,14,1,0,0,0,0,1,0
37.998,60,81.618,12,3,1,1,0,0,1,0
0.0,29,4.872,12,2,0,0,0,0,0,0
-1.886,37,23.193,12,7,1,1,0,0,1,0
-28.2,33,6.855,12,3,0,0,0,0,0,0
-3.422,29,23.127,12,2,1,1,1,0,1,0
-5.0,54,19.62,14,1,0,0,1,0,0,0
27.6,63,12.804,12,5,0,0,1,0,1,0
-0.948,57,13.608,11,2,0,0,1,0,0,0
0.4,31,19.14,12,1,0,0,1,0,1,0
-1.6,27,16.53,10,3,0,0,0,0,0,0
-0.315,31,11.364,12,4,1,0,0,0,0,0
-3.752,34,22.044,12,6,1,1,1,0,0,0
0.21,29,20.313,12,3,1,0,0,0,0,0
35.0,56,23.7,14,2,0,0,0,1,1,0
-0.8,27,20.385,16,1,0,0,0,0,0,0
0.1,31,10.755,12,1,0,0,0,0,0,0
-9.72,41,40.467,14,2,0,0,1,0,0,0
6.0,51,23.364,12,2,1,0,0,0,1,0
-1.17,32,24.99,12,5,1,0,0,0,1,0
-3.4,27,21.0,12,5,1,0,0,0,0,0
28.974,36,9.933,18,4,1,1,0,1,1,0
-6.983,37,15.882,15,4,0,0,0,0,1,0
13.499,48,65.37,14,4,1,1,0,0,1,0
-0.838,49,25.641,12,5,1,1,0,0,1,0
20.0,51,53.67,13,2,1,1,0,1,1,0
0.041,48,37.848,17,4,1,1,0,0,1,0
-0.449,36,8.64,12,3,0,0,0,0,1,0
40.8,54,74.04,16,2,1,1,0,0,1,0
29.35,25,18.582,12,2,0,0,0,1,1,0
2.499,47,23.883,11,3,0,0,1,0,0,0
0.0,33,12.0,16,2,0,0,1,0,1,0
-5.559,29,31.74,12,5,1,0,0,0,1,0
11.0,57,26.01,12,4,1,1,1,1,1,0
-0.276,48,52.836,12,3,1,1,0,0,1,0
-3.775,41,32.703,18,1,0,0,0,0,1,0
7.723,34,64.347,14,4,1,1,0,0,1,0
-2.0,28,28.911,11,1,0,0,0,0,0,0
2.5,64,21.111,14,1,0,0,0,0,1,0
59.5,61,22.659,12,2,1,1,0,1,1,0
0.0,33,13.38,12,1,0,0,0,0,0,0
28.599,38,90.045,18,4,1,0,0,1,1,0
21.862,46,44.22,12,3,1,1,0,1,1,0
0.0,50,10.65,6,1,0,0,0,0,1,0
-3.3,27,22.296,16,1,0,0,0,0,0,0
-5.122,38,37.197,12,4,1,1,1,0,1,0
0.05,56,1.596,12,2,0,0,0,0,0,0
0.0,25,27.03,12,1,0,0,1,0,1,0
0.05,34,17.883,6,5,1,1,0,0,0,0
3.0,38,18.54,12,5,1,0,0,0,0,0
0.05,45,10.77,12,3,0,0,0,0,1,0
-4.609,27,39.003,15,2,1,1,1,0,0,0
144.5,53,104.235,12,2,1,1,0,1,1,0
6.249,34,45.045,16,4,1,0,0,1,1,0
1.636,26,180.858,16,3,1,1,0,0,1,0
85.56,49,17.169,18,6,1,1,1,1,0,0
-2.4,39,30.75,12,4,1,1,0,0,1,0
-4.8,42,23.4,13,2,0,0,0,0,0,0
13.6,30,17.16,13,1,0,0,0,0,1,0
-0.4,55,32.4,16,4,0,0,1,0,1,0
0.0,46,5.589,12,2,0,0,0,0,0,0
0.017,48,16.665,12,3,1,0,0,0,1,0
59.16,45,43.131,18,2,1,1,0,1,1,0
-7.6,36,13.824,12,1,0,0,0,0,0,0
-4.35,36,46.842,14,2,1,0,0,1,0,0
-62.0,58,16.8,6,2,1,0,0,1,1,0
-2.316,26,24.621,15,2,1,1,0,0,1,0
4.05,33,52.8,12,3,1,1,1,1,0,0
-2.643,36,38.061,12,4,1,0,0,0,0,0
11.661,40,24.261,12,4,1,1,0,1,1,0
0.1,39,21.24,17,4,1,1,0,0,0,0
-2.5,31,5.358,12,5,1,0,0,0,0,0
6.4,50,5.766,14,1,0,0,0,1,0,0
0.05,49,15.741,12,2,0,0,0,0,1,0
0.0,32,12.75,10,1,0,0,0,0,0,0
-301.75,38,54.183,11,4,1,1,0,0,0,0
-2.5,29,36.885,12,4,1,1,0,0,1,0
1.249,27,28.575,12,1,0,0,0,0,0,0
18.55,46,25.8,14,2,1,1,0,1,1,0
11.243,41,63.939,17,4,1,1,1,0,1,0
3.55,52,20.838,17,1,0,0,1,0,0,0
6.03,33,16.452,13,1,1,0,0,0,0,0
0.0,42,2.952,4,3,0,0,0,0,0,0
135.496,36,61.446,12,3,1,0,0,1,1,0
1.5,60,32.481,12,4,1,0,0,0,1,0
3.0,31,60.81,16,4,1,0,0,0,1,0
-0.13,51,4.137,6,3,1,0,0,0,1,0
-5.0,28,36.06,14,1,0,0,1,0,0,0
-3.9,48,31.506,13,5,1,1,0,0,1,0
5.0,58,24.3,14,4,0,0,1,0,1,0
3.5,29,130.296,18,2,1,1,0,0,1,0
0.0,46,43.2,12,1,0,0,0,0,0,0
0.3,34,26.49,12,1,0,0,1,0,1,0
0.0,26,37.476,13,2,1,1,1,0,0,0
0.0,48,23.634,14,2,0,0,1,0,1,0
1.6,35,39.861,16,2,1,1,0,1,1,0
-1.0,30,17.1,16,3,1,1,1,0,0,0
-3.25,29,14.556,14,1,0,0,0,0,0,0
-3.05,25,18.999,13,2,0,0,0,0,0,0
-2.168,29,29.994,12,4,1,1,0,0,0,0
-2.84,40,15.306,12,2,0,0,0,0,0,0
0.8,54,24.654,13,2,0,0,1,0,1,0
32.649,53,32.049,16,1,0,0,0,0,0,0
1.799,34,73.764,18,1,0,0,0,0,1,0
96.6,44,127.2,18,2,1,1,1,1,1,0
-9.09,50,31.974,18,4,0,0,1,0,0,0
0.34,30,29.133,12,4,1,0,0,0,1,0
2.6,53,58.155,12,1,0,0,0,1,1,0
0.099,42,15.306,10,1,1,0,0,0,0,0
1.999,38,69.27,18,4,1,1,0,0,1,0
-1.251,60,5.472,12,1,0,0,0,0,0,0
-4.242,46,30.6,6,4,1,0,0,0,1,0
0.249,42,40.035,12,7,1,1,0,0,0,0
-8.0,35,29.925,12,2,1,1,0,0,1,0
-0.45,36,10.2,13,2,0,0,0,0,0,0
37.623,52,17.106,12,4,1,1,0,1,1,0
81.668,40,34.563,18,2,1,0,0,1,1,0
0.5,42,58.629,16,4,1,1,0,0,1,0
1.2,31,12.24,5,1,0,0,0,0,1,0
-8.225,35,21.132,18,1,0,0,0,0,1,0
4.2,28,11.616,11,1,0,0,0,0,0,0
9.279,37,32.37,16,4,1,1,0,0,1,0
5.2,28,38.058,12,1,0,0,1,0,1,0
0.0,33,21.96,16,1,0,0,0,0,0,0
0.0,45,11.25,12,1,1,0,0,0,0,0
3.5,32,43.521,14,4,1,1,0,0,1,0
0.0,61,10.2,5,1,0,0,1,0,0,0
0.0,45,7.5,18,1,0,0,0,0,0,0
33.458,63,33.951,12,5,1,0,0,1,1,0
23.944,32,38.376,17,3,1,1,0,1,1,0
7.322,37,20.142,14,1,0,0,0,0,0,0
9.035,49,38.7,16,4,1,0,0,1,1,0
-3.82,33,25.782,14,2,1,1,1,0,1,0
2.75,60,58.83,16,2,1,0,1,0,1,0
-47.08,44,41.961,13,4,1,0,0,0,0,0
0.0,45,17.403,10,8,0,0,0,0,0,0
0.555,54,25.5,10,6,1,0,0,0,0,0
54.5,50,27.516,13,2,1,0,0,1,1,0
16.61,61,25.233,12,1,0,0,0,1,1,0
4.959,36,26.64,12,4,1,0,0,1,1,0
1.3,30,32.43,14,3,1,1,0,0,1,0
1.733,54,51.654,13,3,1,1,1,0,1,0
-4.165,28,26.931,12,2,1,1,0,0,1,0
2.115,27,35.205,11,5,1,0,0,0,0,0
-3.45,45,23.67,10,12,1,0,0,0,1,0
-2.069,26,5.919,12,3,0,0,0,0,0,0
0.0,38,12.75,4,2,0,0,0,0,1,0
0.6,34,46.386,16,4,1,1,1,0,0,0
0.0,52,6.282,9,2,0,0,0,0,1,0
-1.5,34,40.8,12,4,1,1,0,0,0,0
0.13,27,11.898,13,4,0,0,0,0,0,0
2.073,37,26.688,12,4,1,1,0,0,1,0
0.0,33,1.56,8,5,1,0,0,0,0,0
42.245,39,57.201,16,5,1,0,0,1,0,0
170.056,53,72.108,12,2,1,1,0,1,1,0
13.108,50,55.314,12,2,1,0,0,0,1,0
37.894,48,27.66,12,1,0,0,0,1,1,0
9.249,57,16.305,13,3,1,0,1,0,1,0
0.145,50,15.414,8,4,0,0,0,0,0,0
0.2,61,18.36,9,1,0,0,0,0,0,0
43.2,42,53.1,17,6,1,0,0,1,1,0
0.2,33,17.454,13,1,0,0,0,0,0,0
0.3,46,21.936,2,6,1,1,0,0,1,0
8.4,29,39.321,12,2,1,1,1,1,1,0
0.0,31,9.15,12,2,0,0,0,0,0,0
-1.2,52,5.742,12,1,0,0,0,0,1,0
35.0,43,38.49,12,3,1,1,1,0,1,0
-1.925,57,14.232,9,1,0,0,0,0,1,0
0.008,50,3.684,12,3,0,0,0,0,0,0
132.671,52,38.832,17,2,0,0,0,1,1,0
2.0,42,17.034,12,1,1,0,0,1,0,0
126.15,50,49.83,8,1,0,0,0,1,1,0
-3.45,31,22.575,10,3,1,1,0,0,1,0
-1.9,38,25.164,12,6,1,1,0,0,0,0
204.0,35,54.3,16,2,1,0,0,1,1,0
-2.745,35,36.0,13,5,1,0,0,0,1,0
37.1,48,29.067,17,5,1,1,0,1,1,0
-8.801,57,24.612,10,3,1,0,0,0,1,0
13.498,40,48.24,17,6,1,0,1,0,1,0
2.0,44,30.861,15,4,0,0,0,0,1,0
0.35,26,14.28,12,3,1,0,0,0,0,0
-0.671,28,24.99,12,4,1,1,0,0,0,0
-22.794,44,60.903,11,3,1,1,0,0,0,0
50.572,25,57.147,16,2,1,1,1,1,0,0
-1.48,33,12.501,12,2,0,0,1,0,0,0
0.0,45,17.442,11,5,0,0,0,0,0,0
13.176,33,52.476,16,1,0,0,1,0,1,0
-8.68,26,19.785,12,4,1,0,0,0,0,0
85.3,45,41.352,16,4,1,0,0,0,1,0
0.199,33,10.14,12,1,0,0,0,0,0,0
-5.0,56,41.466,12,4,1,1,0,0,1,0
-6.05,37,28.038,12,6,0,0,0,0,1,0
10.129,45,104.814,18,4,1,1,1,0,1,0
0.0,44,10.2,12,3,0,0,0,0,0,0
4.2,31,21.546,16,1,0,0,0,1,0,0
-0.995,29,15.555,9,2,0,0,0,0,0,0
-5.4,55,19.548,12,4,1,1,0,0,1,0
0.02,53,9.744,12,1,1,0,0,0,0,0
176.0,57,66.96,15,4,1,0,0,1,1,0
14.851,27,55.683,17,2,1,0,0,0,0,0
-11.3,34,50.4,12,5,1,1,0,0,0,0
-4.306,52,30.639,8,4,1,0,0,1,1,0
-0.3,39,7.836,15,4,1,0,1,0,1,0
0.0,37,9.45,12,8,1,0,0,0,1,0
0.0,49,11.898,14,2,0,0,0,0,1,0
-4.64,47,49.176,12,4,1,1,0,0,1,0
72.607,55,36.552,14,5,1,0,0,1,1,0
-9.0,37,28.32,14,3,0,0,0,0,0,0
0.399,49,36.336,11,6,1,1,0,0,1,0
0.059,37,12.003,12,1,0,0,0,0,0,0
-0.2,42,6.297,13,2,0,0,0,0,1,0
-1.0,30,14.625,12,1,0,0,0,0,0,0
14.5,44,51.078,12,5,1,1,1,0,1,0
0.0,53,7.113,12,5,1,1,0,0,0,0
9.5,41,30.0,12,3,0,0,1,1,0,0
46.5,34,40.554,16,3,0,0,1,0,1,0
-6.001,26,23.64,12,5,1,0,0,0,0,0
-3.887,42,33.021,18,1,0,0,1,0,0,0
47.488,48,26.916,16,1,0,0,1,1,0,0
-14.995,52,23.307,12,3,1,1,0,0,1,0
0.0,38,19.8,12,6,1,1,0,0,0,0
16.999,26,33.651,14,1,0,0,0,0,0,0
4.199,44,15.87,12,2,0,0,0,0,0,0
62.535,36,46.71,14,5,1,0,0,1,1,0
1.674,41,21.645,12,1,0,0,0,0,1,0
9.77,33,50.862,10,4,1,0,0,1,1,0
91.999,40,60.36,18,3,1,0,0,1,1,0
-5.85,40,36.015,18,1,0,0,1,0,0,0
3.3,36,73.578,12,5,1,0,0,0,1,0
-0.829,25,18.447,12,4,1,1,1,0,1,0
-0.4,38,33.192,16,2,0,0,0,0,0,0
-2.8,43,54.648,12,4,1,1,0,0,1,0
-1.675,32,58.167,12,5,1,1,0,0,1,0
33.449,62,28.2,12,3,1,0,0,1,1,0
4.124,33,16.458,12,1,0,0,0,0,0,0
0.0,32,15.834,12,5,1,0,0,0,0,0
-1.008,29,15.312,12,3,1,0,0,0,1,0
4.35,39,46.104,14,3,1,1,0,0,1,0
0.889,56,32.007,17,2,1,0,1,0,1,0
35.0,48,41.25,16,1,0,0,1,0,0,0
-1.302,36,28.476,13,4,1,1,1,0,1,0
33.6,37,32.394,12,3,0,0,0,0,0,0
8.0,40,24.36,14,1,0,0,0,0,0,0
0.0,44,18.6,9,5,1,0,0,0,1,0
28.499,43,52.26,14,5,1,0,0,1,0,0
0.05,39,10.5,12,3,1,0,0,0,0,0
81.798,53,100.596,14,2,1,0,0,1,0,0
0.0,28,11.376,13,1,0,0,0,0,0,0
8.22,58,27.264,12,3,1,1,0,0,0,0
-2.21,28,21.3,11,3,1,1,0,0,0,0
184.474,34,83.274,14,5,1,0,0,1,1,0
0.45,36,26.472,10,3,1,1,0,0,1,0
2.55,64,8.172,8,3,0,0,1,1,0,0
-2.16,35,23.073,12,3,0,0,0,1,1,0
0.0,25,8.925,1,3,0,0,0,0,0,0
-6.0,42,30.0,18,4,1,0,0,0,0,0
-1.74,50,23.148,14,3,1,1,0,0,1,0
39.8,49,77.466,12,2,1,1,1,1,1,0
-3.15,26,23.556,16,4,1,0,0,0,0,0
0.8,37,18.048,14,1,0,0,0,0,0,0
15.1,53,73.218,18,4,1,1,0,1,1,0
3.0,63,5.982,12,3,1,0,0,1,1,0
-5.872,29,28.005,12,5,1,0,0,0,0,0
-33.88,27,61.125,16,2,1,1,0,0,0,0
-0.8,38,7.968,7,4,1,0,0,0,0,0
-1.5,38,11.4,12,2,0,0,0,0,0,0
1.0,28,28.554,15,4,1,0,0,0,1,0
0.5,34,15.33,10,1,0,0,0,0,0,0
-3.4,54,6.711,10,2,0,0,0,0,0,0
-15.9,45,53.01,16,4,1,1,1,0,0,0
18.43,48,45.618,14,4,1,1,0,1,1,0
0.0,26,12.75,3,1,0,0,0,0,0,0
-6.159,25,0.63,15,2,0,0,0,0,0,0
72.475,48,43.866,9,2,1,0,0,0,1,0
-3.42,31,7.293,12,1,0,0,0,0,0,0
4.4,32,34.233,15,4,1,1,0,0,0,0
0.0,41,25.674,12,7,1,0,0,0,0,0
-4.918,42,28.377,12,4,1,1,0,0,1,0
0.55,46,32.895,11,1,0,0,1,0,1,0
0.0,39,9.6,12,5,1,0,0,0,0,0
-0.451,28,13.65,12,5,1,1,0,0,1,0
-8.653,50,37.437,13,2,1,1,1,0,1,0
0.3,42,6.903,5,2,0,0,0,0,0,0
-6.2,34,36.12,12,3,1,1,0,0,0,0
23.85,33,34.806,13,3,0,0,1,0,1,0
-0.98,34,18.573,13,5,1,0,0,0,0,0
1.0,37,52.02,12,4,1,0,0,0,1,0
0.757,26,15.615,16,1,0,0,0,0,0,0
0.45,44,37.26,16,4,1,0,0,0,1,0
5.158,30,47.046,16,3,1,1,0,0,0,0
-5.008,40,36.621,6,5,1,0,0,0,1,0
-2.0,28,37.296,15,3,1,1,0,0,0,0
0.0,46,20.199,8,1,0,0,0,0,0,0
-3.89,46,11.64,12,2,0,0,0,0,0,0
-10.0,46,71.988,18,1,1,0,1,1,0,0
-3.2,26,52.386,12,3,1,1,0,0,0,0
2.25,26,40.608,12,2,1,1,0,1,1,0
287.746,62,57.159,12,2,1,0,0,1,1,0
1.02,48,32.595,11,4,1,0,0,0,1,0
0.0,43,7.14,12,3,0,0,0,0,0,0
-0.8,27,8.364,10,1,0,0,0,0,0,0
-2.6,45,9.315,14,2,0,0,0,0,1,0
-9.6,34,13.509,11,3,1,0,0,0,1,0
-0.181,37,15.156,12,4,0,0,0,0,0,0
-1.435,33,18.6,15,3,0,0,0,0,0,0
3.8,33,10.215,14,1,0,0,0,0,0,0
54.849,55,26.193,10,2,1,0,0,1,1,0
-17.0,52,23.76,13,1,0,0,1,0,0,0
0.0,29,17.856,3,9,1,1,1,0,0,0
0.0,27,18.156,12,4,1,1,0,0,0,0
21.2,39,51.123,12,2,1,1,0,0,0,0
7.3,31,50.346,12,4,1,1,0,0,1,0
0.006,49,5.61,12,2,0,0,1,0,0,0
-21.25,25,13.026,18,1,0,0,0,0,0,0
46.992,37,51.798,15,3,1,1,0,1,1,0
93.97,45,34.644,8,3,1,0,0,1,1,0
-1.935,56,22.14,14,7,0,0,1,0,0,0
1.0,41,70.905,14,6,1,1,1,0,1,0
-4.88,31,27.729,6,6,1,1,0,0,1,0
-8.9,61,26.982,13,1,0,0,1,0,0,0
-13.144,44,21.0,18,7,0,0,0,0,0,0
-0.9,45,11.868,5,3,0,0,0,0,1,0
-59.97,42,13.5,9,1,0,0,0,0,0,0
0.0,46,19.371,6,6,1,0,0,0,0,0
2.0,38,20.478,12,3,0,0,0,0,0,0
0.0,37,6.309,6,7,1,0,0,0,0,0
-2.6,41,48.615,15,4,0,0,1,0,1,0
0.0,53,7.44,12,1,0,0,0,0,0,0
-13.486,53,27.336,6,6,1,1,0,0,1,0
0.92,31,32.37,16,1,0,0,0,0,0,0
55.5,37,12.483,12,1,0,0,0,0,1,0
-1.25,32,45.78,14,3,1,1,0,0,1,0
-6.5,28,15.294,16,1,0,0,0,0,0,0
1.799,44,23.787,13,5,1,0,0,0,1,0
1.925,41,36.435,12,6,1,0,0,0,1,0
2.9,43,44.418,18,1,0,0,0,1,1,0
-8.827,32,13.242,12,3,1,1,0,0,1,0
20.3,53,55.218,13,2,1,1,0,1,1,0
58.19,49,30.42,16,3,0,0,0,1,1,0
2.804,42,19.413,12,3,0,0,0,1,1,0
0.0,52,15.096,12,7,1,0,0,0,0,0
19.798,36,24.297,12,2,1,1,0,0,1,0
-2.1,25,24.12,12,1,0,0,0,0,0,0
-4.255,30,5.046,12,4,1,0,0,0,1,0
0.0,39,12.132,12,4,1,0,0,0,1,0
5.249,30,31.098,16,1,0,0,0,0,0,0
1.003,40,23.988,14,2,0,0,0,0,0,0
1.05,40,56.505,14,4,1,1,0,0,1,0
4.55,26,13.32,18,1,0,0,0,0,0,0
11.999,35,31.2,12,1,0,0,0,1,1,0
27.4,44,43.2,18,1,0,0,1,1,1,0
13.139,42,32.142,14,5,1,1,0,1,1,0
-10.0,41,21.081,11,1,0,0,1,0,0,0
1.877,40,27.684,12,3,1,1,1,0,0,0
2.475,33,35.4,12,2,0,0,0,0,1,0
-4.001,57,12.792,16,1,0,0,1,0,1,0
0.6,36,44.805,13,2,1,1,0,0,0,0
-0.7,36,23.595,13,2,0,0,1,0,0,0
3.81,36,28.464,12,3,0,0,0,0,0,0
23.31,30,74.217,16,3,1,1,0,1,1,0
12.175,36,39.579,12,4,1,1,0,0,1,0
0.013,34,15.876,6,8,1,0,0,0,1,0
0.75,25,27.657,12,1,0,0,0,0,0,0
2.8,29,41.031,18,1,0,0,0,0,0,0
-19.175,30,28.716,15,4,1,0,0,0,0,0
2.049,38,30.003,13,4,1,1,0,1,1,0
0.03,26,39.846,16,4,1,1,0,0,0,0
9.675,53,50.439,12,3,1,1,1,1,1,0
0.0,33,17.76,6,11,1,0,0,0,0,0
17.265,28,70.323,17,2,1,1,0,1,1,0
9.998,33,40.47,14,3,1,0,0,0,1,0
82.5,58,34.8,18,1,0,0,1,1,1,0
1.4,45,43.197,14,3,1,1,0,0,1,0
0.0,40,9.3,5,9,1,0,0,0,0,0
9.613,40,70.602,16,4,1,1,1,0,1,0
-14.8,44,15.513,15,4,1,1,0,0,0,0
-0.2,26,31.488,16,2,1,1,0,0,0,0
35.4,42,85.086,12,4,1,1,0,1,1,0
-1.15,36,26.094,9,5,1,1,0,0,1,0
58.386,48,30.438,1,3,1,0,0,1,0,0
0.42,32,16.38,11,5,1,1,0,0,1,0
-15.495,42,17.856,10,5,1,1,0,0,0,0
0.0,33,10.464,11,1,0,0,0,0,0,0
2.425,31,21.939,18,1,0,0,0,0,0,0
0.0,35,9.6,10,3,0,0,1,0,0,0
-2.97,25,31.698,17,1,0,0,0,0,0,0
51.299,46,52.44,13,3,1,1,0,1,0,0
42.0,32,67.59,18,4,1,0,0,1,0,0
2.15,48,31.905,12,2,1,0,0,1,1,0
-0.25,34,100.029,13,5,1,1,0,0,1,0
4.999,44,42.3,13,1,0,0,1,0,1,0
0.051,43,39.12,12,4,0,0,1,0,1,0
-0.312,34,24.678,14,3,1,1,0,0,1,0
0.5,55,21.552,11,8,1,1,0,0,1,0
-1.5,42,11.253,12,5,0,0,1,0,1,0
11.425,27,36.639,14,4,1,1,0,1,1,0
0.8,30,18.0,15,4,0,0,0,0,1,0
12.0,62,21.78,14,2,1,0,0,0,1,0
22.498,43,26.367,16,2,0,0,0,1,1,0
-0.5,35,19.287,12,3,0,0,0,0,0,0
-13.901,42,34.227,16,4,1,0,0,0,0,0
37.878,52,108.87,18,2,1,1,1,1,1,0
110.4,59,46.5,12,3,1,0,0,1,1,0
-1.7,58,29.724,12,3,1,1,1,0,1,0
-1.6,60,31.605,12,1,0,0,1,0,1,0
-6.5,44,19.56,17,1,0,0,0,0,0,0
-1.8,42,15.786,12,4,0,0,0,0,0,0
-4.0,52,20.07,8,2,1,1,0,0,0,0
-0.601,46,22.41,12,3,0,0,0,0,1,0
2.65,58,15.42,12,2,1,0,0,0,0,0
0.01,26,8.049,9,5,0,0,0,0,0,0
7.055,37,26.391,17,1,0,0,0,1,0,0
0.0,38,8.16,6,4,1,0,0,0,1,0
-0.112,52,11.751,12,1,0,0,0,0,0,0
59.115,46,80.079,16,3,1,1,0,1,1,0
0.199,40,3.618,18,1,0,0,1,0,1,0
0.0,25,26.52,11,4,0,0,0,0,0,0
12.2,53,46.932,1,4,1,0,0,1,1,0
-0.8,33,28.554,12,3,1,0,0,0,0,0
142.5,46,83.085,18,2,0,0,0,1,1,0
20.248,50,11.451,12,3,1,0,0,0,1,0
17.704,60,14.442,14,4,1,1,0,0,1,0
58.1,45,32.25,14,2,0,0,0,1,1,0
40.872,32,2.814,15,1,0,0,0,0,1,0
-1.7,35,42.393,12,4,1,0,0,0,0,0
0.5,35,8.7,12,2,0,0,0,0,1,0
-3.0,53,9.705,12,6,0,0,0,0,1,0
-3.8,44,34.965,17,3,0,0,0,0,1,0
1317.947,40,113.199,17,4,1,1,0,1,1,0
33.0,47,33.687,16,4,1,0,0,1,1,0
5.55,35,37.776,12,2,1,1,0,0,0,0
-5.59,42,23.004,12,4,1,0,0,0,0,0
10.5,38,41.982,14,4,0,0,1,0,1,0
5.0,32,54.948,17,4,1,1,0,0,1,0
2.0,27,31.308,12,1,0,0,0,0,0,0
-4.391,38,18.93,12,4,0,0,0,0,0,0
0.426,60,4.038,8,1,0,0,0,0,1,0
4.0,55,39.216,16,3,0,0,0,1,1,0
1.371,34,30.534,12,2,1,1,0,0,1,0
-14.578,54,32.076,3,3,0,0,0,0,0,0
6.848,64,32.817,13,2,1,1,0,0,1,0
5.01,50,32.94,12,3,1,0,1,0,0,0
-5.3,54,40.32,12,6,1,1,1,0,1,0
-0.6,47,7.419,6,1,0,0,0,0,0,0
-0.1,32,17.04,12,4,1,0,0,0,0,0
1.2,37,18.0,12,4,0,0,0,0,0,0
26.0,61,54.192,14,2,1,0,1,1,1,0
15.0,34,62.436,18,1,0,0,0,0,1,0
-7.545,27,26.94,18,1,0,0,0,0,0,0
9.999,64,18.45,6,5,1,0,0,0,1,0
-9.5,26,17.919,12,4,1,0,0,0,0,0
-3.0,42,16.83,12,7,1,0,0,0,1,0
0.0,63,39.174,11,1,0,0,0,0,0,0
13.9,47,47.496,13,3,1,1,1,1,1,0
5.155,36,35.154,12,2,1,1,0,1,1,0
-6.901,37,38.112,12,3,0,0,0,0,1,0
35.599,35,114.3,14,2,1,1,0,1,1,0
6.1,26,37.65,12,2,1,1,0,0,1,0
-4.9,38,18.927,12,2,0,0,0,0,0,0
1.099,36,57.675,14,2,0,0,0,0,1,0
-11.276,46,51.339,12,4,1,1,0,0,1,0
-0.75,64,15.6,12,2,1,0,0,0,1,0
0.072,29,51.879,16,3,1,1,1,0,1,0
6.65,64,17.616,12,1,0,0,0,1,0,0
358.4,61,179.373,12,2,1,0,0,1,1,0
4.05,31,17.715,13,1,0,0,0,0,1,0
2.0,58,14.46,12,2,1,0,0,0,1,0
-0.25,47,41.67,10,6,1,0,0,0,1,0
-4.75,50,17.49,13,2,0,0,0,0,1,0
-4.609,36,72.069,15,4,1,1,0,0,0,0
-11.4,28,21.891,13,5,1,1,1,0,1,0
4.1,49,17.631,12,3,0,0,0,0,1,0
0.0,60,15.0,10,3,1,0,0,0,1,0
0.0,32,18.861,10,5,1,1,0,0,0,0
0.0,31,2.16,12,5,1,0,0,0,0,0
0.059,47,8.019,12,1,0,0,0,0,0,0
3.5,27,42.291,16,2,1,1,0,0,0,0
2.136,26,22.182,11,8,1,1,0,0,0,0
0.0,38,16.344,12,4,1,0,0,0,1,0
40.548,60,29.1,11,2,1,1,0,0,1,0
1.97,39,41.088,18,5,1,1,0,0,1,0
0.2,32,12.192,13,4,0,0,1,0,1,0
-4.3,30,31.086,12,4,1,1,0,0,0,0
5.43,55,20.547,12,2,0,0,0,1,1,0
-0.296,27,32.154,13,3,1,1,0,0,0,0
9.999,25,5.7,15,2,0,0,0,0,0,0
